study_stage,gamma,shift,sample_size,process_noise_sd,behavior_action_sd,feature_regime,seed,estimator,target_q_mse,target_q_mse_se,behavior_q_mse,behavior_q_mse_se,policy_value_estimate,policy_value_true,policy_value_error,policy_value_absolute_error,policy_value_squared_error,initial_v_mse,initial_v_mse_se,behavior_v_mse,behavior_v_mse_se,target_v_mse,target_v_mse_se,behavior_bellman_residual_mse,target_bellman_residual_mse,weight_mean,weight_std,weight_max,weight_q90,weight_q95,weight_q99,effective_sample_size,effective_sample_size_fraction,fraction_clipped,chosen_uniform_mix,clip_level,oracle_log_ratio_rmse,oracle_estimated_weight_corr,oracle_estimated_weight_mae,oracle_estimated_weight_rel_mse,weighted_design_condition_number,unstable_run_flag,unstable_reason,n_seeds,policy_value_bias,policy_value_variance,policy_value_mse,unstable_run_count,unstable_run_fraction
final,0.95,0.0,1000,0.05,0.1,well_specified,9.5,estimated_weighted_fqe_clipped,0.008118023443095552,8.06219983795083e-05,0.008130841641717698,8.098194174231583e-05,-11.752279445875013,-11.831586406340456,0.07930696046544491,0.08542835472409775,0.009759605589577329,0.01512460379581566,0.0002397376842295989,0.007989225276160666,8.20845797222537e-05,0.007995475599493786,8.186779071240883e-05,0.00044931477580608975,0.0004538709645396992,1.0,0.1397612467120292,1.3590846487300738,1.1587722871638235,1.2124485899694042,1.3589598530091709,979.8886661615472,0.9798886661615474,0.010000000000000002,0.0,1.356980606424423,0.2571135807413282,nan,0.10399704464498487,0.02061330283392943,3839.9200484476205,0.0,stable,20,0.07930696046544491,0.0034700116113096846,0.009759605589577329,0,0.0
final,0.95,0.0,1000,0.05,0.1,well_specified,9.5,oracle_weighted_fqe,0.008092377241664762,8.482687822250668e-05,0.008115397175522548,8.700424868523734e-05,-11.749977498196657,-11.831586406340456,0.08160890814380135,0.08889980630124494,0.010634383506669887,0.01635929300075598,0.00025463116823985646,0.007980833352416198,8.927518003450907e-05,0.007971777092741283,8.717128738589948e-05,0.0004520141228885002,0.00045504852118278345,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,4315.300722876528,0.0,stable,20,0.08160890814380135,0.003974369618246483,0.010634383506669887,0,0.0
final,0.95,0.0,1000,0.05,0.1,well_specified,9.5,oracle_weighted_fqe_clipped,0.008092377241664762,8.482687822250668e-05,0.008115397175522548,8.700424868523734e-05,-11.749977498196657,-11.831586406340456,0.08160890814380135,0.08889980630124494,0.010634383506669887,0.01635929300075598,0.00025463116823985646,0.007980833352416198,8.927518003450907e-05,0.007971777092741283,8.717128738589948e-05,0.0004520141228885002,0.00045504852118278345,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4315.300722876528,0.0,stable,20,0.08160890814380135,0.003974369618246483,0.010634383506669887,0,0.0
final,0.95,0.0,1000,0.05,0.1,well_specified,9.5,standard_fqe,0.008092377241664762,8.482687822250668e-05,0.008115397175522548,8.700424868523734e-05,-11.749977498196657,-11.831586406340456,0.08160890814380135,0.08889980630124494,0.010634383506669887,0.01635929300075598,0.00025463116823985646,0.007980833352416198,8.927518003450907e-05,0.007971777092741283,8.717128738589948e-05,0.0004520141228885002,0.00045504852118278345,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,4315.300722876528,0.0,stable,20,0.08160890814380135,0.003974369618246483,0.010634383506669887,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe,3.214238879098969,0.04415145754952536,3.210213886303196,0.0424408803675855,-12.16672420357805,-11.831586406340456,-0.3351377972375936,0.3351377972375936,0.11543363343372326,5.179659389053188,0.14756280792511603,3.096400005309267,0.04539163824858124,3.074445290119427,0.046411209751777024,0.3496128420441552,0.3602219247885841,1.0,0.0675808620084216,1.4270505414909684,1.0632688990208348,1.0934429863633874,1.1807118455701908,3980.279870541971,0.9950699676354926,0.0,0.0,nan,0.08270593728800084,nan,0.04614026871989153,0.004966138669973043,206.17154887655556,0.1,finite_sample_variance_or_clipping,20,-0.3351377972375936,0.0031162902964568073,0.11543363343372326,2,0.1
final,0.95,0.0,4000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe_clip95,3.131442884385655,0.043851772768043244,3.1275746964170894,0.042171886002262904,-12.150059913218517,-11.831586406340456,-0.31847350687805714,0.31847350687805714,0.10509864828517494,5.218533340739216,0.14922679645601877,3.0136577067133685,0.0450458613716868,2.992066994037117,0.04619634114576236,0.3496209359786578,0.36032212714128276,1.0,0.06062945974041446,1.0964450804053976,1.0661758590426653,1.096432869621245,1.0964450804053976,3983.879853619309,0.9959699634048272,0.05000000000000001,0.0,1.09342062131014,0.07769406373142865,nan,0.043713689261166894,0.004056154663568163,205.05676233898402,0.0,stable,20,-0.31847350687805714,0.003673273701967063,0.10509864828517494,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe_clip99_ess40,3.1772806733054653,0.04402656833733361,3.1733412758065795,0.04233747577118989,-12.15631643145622,-11.831586406340456,-0.32473002511576093,0.32473002511576093,0.10873105651577945,5.197517985138548,0.14847625113565854,3.0594604812366115,0.04523523696160601,3.0377437161338374,0.0463406022927844,0.34955677089905185,0.36020591588425127,1.0,0.06541433463084764,1.1813497620140985,1.0638341032363479,1.094025231148453,1.181334514325507,3981.4424911193446,0.9953606227798361,0.010000000000000002,0.0,1.1806875211132115,0.08130741726913777,nan,0.04565557517112392,0.004672313527104515,205.87660194365125,0.0,stable,20,-0.32473002511576093,0.0032814673040967206,0.10873105651577945,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe_clipped,3.1772806733054653,0.04402656833733361,3.1733412758065795,0.04233747577118989,-12.15631643145622,-11.831586406340456,-0.32473002511576093,0.32473002511576093,0.10873105651577945,5.197517985138548,0.14847625113565854,3.0594604812366115,0.04523523696160601,3.0377437161338374,0.0463406022927844,0.34955677089905185,0.36020591588425127,1.0,0.06541433463084764,1.1813497620140985,1.0638341032363479,1.094025231148453,1.181334514325507,3981.4424911193446,0.9953606227798361,0.010000000000000002,0.0,1.1806875211132115,0.08130741726913777,nan,0.04565557517112392,0.004672313527104515,205.87660194365125,0.0,stable,20,-0.32473002511576093,0.0032814673040967206,0.10873105651577945,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_affine,9.5,oracle_weighted_fqe,3.187282291560239,0.04373934231741953,3.183739025787024,0.04216042905713275,-12.21100466180172,-11.831586406340456,-0.3794182554612628,0.3794182554612628,0.16993542472256978,5.230598227706372,0.1456014614646855,3.0650906785117322,0.04494764834952944,3.0432533101858015,0.0461776731327696,0.3514374343238934,0.36219905023265164,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,204.6704247747645,0.0,stable,20,-0.3794182554612628,0.025977212145301697,0.16993542472256978,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_affine,9.5,oracle_weighted_fqe_clipped,3.187282291560239,0.04373934231741953,3.183739025787024,0.04216042905713275,-12.21100466180172,-11.831586406340456,-0.3794182554612628,0.3794182554612628,0.16993542472256978,5.230598227706372,0.1456014614646855,3.0650906785117322,0.04494764834952944,3.0432533101858015,0.0461776731327696,0.3514374343238934,0.36219905023265164,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,204.6704247747645,0.0,stable,20,-0.3794182554612628,0.025977212145301697,0.16993542472256978,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_affine,9.5,standard_fqe,3.187282291560239,0.04373934231741953,3.183739025787024,0.04216042905713275,-12.21100466180172,-11.831586406340456,-0.3794182554612628,0.3794182554612628,0.16993542472256978,5.230598227706372,0.1456014614646855,3.0650906785117322,0.04494764834952944,3.0432533101858015,0.0461776731327696,0.3514374343238934,0.36219905023265164,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,204.6704247747645,0.0,stable,20,-0.3794182554612628,0.025977212145301697,0.16993542472256978,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe,0.012590537320960082,0.0002895743809920279,0.012518367632887805,0.0002859023261874221,-11.766244295998131,-11.831586406340456,0.06534211034232432,0.06534211034232432,0.005082044861415425,0.020245124360761195,0.0005648931551938593,0.010132596187407302,0.00013512108064806232,0.01011310683704093,0.0001297346649522366,0.0038141367556878336,0.003858167316534261,1.0,0.0675808620084216,1.4270505414909684,1.0632688990208348,1.0934429863633874,1.1807118455701908,3980.279870541971,0.9950699676354926,0.0,0.0,nan,0.08270593728800084,nan,0.04614026871989153,0.004966138669973043,568.5040800738685,0.0,stable,20,0.06534211034232432,0.0008124534774269389,0.005082044861415425,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe_clip95,0.012471080384908803,0.0002895574966925776,0.012398472378433145,0.0002854110078673259,-11.765119760496113,-11.831586406340456,0.06646664584434755,0.06646664584434755,0.005263709922497034,0.020601810880861875,0.00057156947561652,0.010028971614565979,0.00013529446114077386,0.010015691458622291,0.00013124357849302282,0.0038120917612091644,0.0038559852458939807,1.0,0.06062945974041446,1.0964450804053976,1.0661758590426653,1.096432869621245,1.0964450804053976,3983.879853619309,0.9959699634048272,0.05000000000000001,0.0,1.09342062131014,0.07769406373142865,nan,0.043713689261166894,0.004056154663568163,555.9686112719822,0.0,stable,20,0.06646664584434755,0.0008458949126991082,0.005263709922497034,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe_clip99_ess40,0.01254542803773993,0.0002893801708155481,0.012473098999707536,0.00028541861811979527,-11.766006341929248,-11.831586406340456,0.06558006441121016,0.06558006441121016,0.005109148241370638,0.020392364345908038,0.0005700980030567109,0.010097627306308862,0.0001351912294232525,0.010082224978126945,0.00013045104924732054,0.0038121089884024044,0.0038560352431356013,1.0,0.06541433463084764,1.1813497620140985,1.0638341032363479,1.094025231148453,1.181334514325507,3981.4424911193446,0.9953606227798361,0.010000000000000002,0.0,1.1806875211132115,0.08130741726913777,nan,0.04565557517112392,0.004672313527104515,564.5150358497791,0.0,stable,20,0.06558006441121016,0.0008084033931921644,0.005109148241370638,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe_clipped,0.01254542803773993,0.0002893801708155481,0.012473098999707536,0.00028541861811979527,-11.766006341929248,-11.831586406340456,0.06558006441121016,0.06558006441121016,0.005109148241370638,0.020392364345908038,0.0005700980030567109,0.010097627306308862,0.0001351912294232525,0.010082224978126945,0.00013045104924732054,0.0038121089884024044,0.0038560352431356013,1.0,0.06541433463084764,1.1813497620140985,1.0638341032363479,1.094025231148453,1.181334514325507,3981.4424911193446,0.9953606227798361,0.010000000000000002,0.0,1.1806875211132115,0.08130741726913777,nan,0.04565557517112392,0.004672313527104515,564.5150358497791,0.0,stable,20,0.06558006441121016,0.0008084033931921644,0.005109148241370638,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_diag_quad,9.5,oracle_weighted_fqe,0.012523686542836535,0.0002941981724804365,0.012431416175118967,0.0002866457886670963,-11.763149805757221,-11.831586406340456,0.06843660058323531,0.06843660058323531,0.0056668418010997505,0.020662255045755223,0.000557911573710542,0.01004080603443558,0.000133180113801688,0.010030074067552403,0.0001311385178121315,0.0038153471836967095,0.0038730352488483646,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,572.003388345894,0.0,stable,20,0.06843660058323531,0.0009832735017104683,0.0056668418010997505,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_diag_quad,9.5,oracle_weighted_fqe_clipped,0.012523686542836535,0.0002941981724804365,0.012431416175118967,0.0002866457886670963,-11.763149805757221,-11.831586406340456,0.06843660058323531,0.06843660058323531,0.0056668418010997505,0.020662255045755223,0.000557911573710542,0.01004080603443558,0.000133180113801688,0.010030074067552403,0.0001311385178121315,0.0038153471836967095,0.0038730352488483646,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,572.003388345894,0.0,stable,20,0.06843660058323531,0.0009832735017104683,0.0056668418010997505,0,0.0
final,0.95,0.0,4000,0.05,0.1,misspecified_diag_quad,9.5,standard_fqe,0.012523686542836535,0.0002941981724804365,0.012431416175118967,0.0002866457886670963,-11.763149805757221,-11.831586406340456,0.06843660058323531,0.06843660058323531,0.0056668418010997505,0.020662255045755223,0.000557911573710542,0.01004080603443558,0.000133180113801688,0.010030074067552403,0.0001311385178121315,0.0038153471836967095,0.0038730352488483646,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,572.003388345894,0.0,stable,20,0.06843660058323531,0.0009832735017104683,0.0056668418010997505,0,0.0
final,0.95,0.0,4000,0.05,0.1,well_specified,9.5,estimated_weighted_fqe,0.006289981945063023,2.5031043615192914e-05,0.006298737002755047,2.538058266404517e-05,-11.762301329317781,-11.831586406340456,0.06928507702267775,0.06928507702267775,0.005264503583576956,0.0060866340327968066,5.458457840725421e-05,0.006244995042017621,2.5185341333424233e-05,0.0062515911610905184,2.4811383653886628e-05,0.00010026918306136964,0.00010075914863477502,1.0,0.0675808620084216,1.4270505414909684,1.0632688990208348,1.0934429863633874,1.1807118455701908,3980.279870541971,0.9950699676354926,0.0,0.0,nan,0.08270593728800084,nan,0.04614026871989153,0.004966138669973043,4027.1827430728904,0.0,stable,20,0.06928507702267775,0.0004640816855385685,0.005264503583576956,0,0.0
final,0.95,0.0,4000,0.05,0.1,well_specified,9.5,estimated_weighted_fqe_clip95,0.0062441916403844396,2.4307416469505034e-05,0.006251633191192969,2.4647277237542835e-05,-11.762206891786008,-11.831586406340456,0.06937951455444917,0.06937951455444917,0.005281637324838962,0.006056614730761995,5.225902593130402e-05,0.00619959200678886,2.434512138408548e-05,0.006206702351033761,2.3983269588629466e-05,9.657262885369794e-05,9.722469419503306e-05,1.0,0.06062945974041446,1.0964450804053976,1.0661758590426653,1.096432869621245,1.0964450804053976,3983.879853619309,0.9959699634048272,0.05000000000000001,0.0,1.09342062131014,0.07769406373142865,nan,0.043713689261166894,0.004056154663568163,3919.1647547271687,0.0,stable,20,0.06937951455444917,0.00046812028502793657,0.005281637324838962,0,0.0
