study_stage,gamma,shift,sample_size,process_noise_sd,behavior_action_sd,feature_regime,seed,estimator,target_q_mse,target_q_mse_se,behavior_q_mse,behavior_q_mse_se,policy_value_estimate,policy_value_true,policy_value_error,policy_value_absolute_error,policy_value_squared_error,initial_v_mse,initial_v_mse_se,behavior_v_mse,behavior_v_mse_se,target_v_mse,target_v_mse_se,behavior_bellman_residual_mse,target_bellman_residual_mse,weight_mean,weight_std,weight_max,weight_q90,weight_q95,weight_q99,effective_sample_size,effective_sample_size_fraction,fraction_clipped,chosen_uniform_mix,clip_level,oracle_log_ratio_rmse,oracle_estimated_weight_corr,oracle_estimated_weight_mae,oracle_estimated_weight_rel_mse,weighted_design_condition_number,unstable_run_flag,unstable_reason,n_seeds,policy_value_bias,policy_value_variance,policy_value_mse,unstable_run_count,unstable_run_fraction
final,0.95,0.0,4000,0.05,0.1,well_specified,9.5,estimated_weighted_fqe_clip99_ess40,0.006267945360358712,2.4667290402367646e-05,0.006276384450492214,2.5022790016227664e-05,-11.762244735816454,-11.831586406340456,0.0693416705240046,0.0693416705240046,0.005272481815640811,0.006067495850663267,5.328792229313288e-05,0.006223819887791389,2.478125932691495e-05,0.006230654597339842,2.4405871979466708e-05,9.803371053185074e-05,9.857641986985293e-05,1.0,0.06541433463084764,1.1813497620140985,1.0638341032363479,1.094025231148453,1.181334514325507,3981.4424911193446,0.9953606227798361,0.010000000000000002,0.0,1.1806875211132115,0.08130741726913777,nan,0.04565557517112392,0.004672313527104515,3989.4888382333456,0.0,stable,20,0.0693416705240046,0.00046421454458120284,0.005272481815640811,0,0.0
final,0.95,0.0,4000,0.05,0.1,well_specified,9.5,estimated_weighted_fqe_clipped,0.006267945360358712,2.4667290402367646e-05,0.006276384450492214,2.5022790016227664e-05,-11.762244735816454,-11.831586406340456,0.0693416705240046,0.0693416705240046,0.005272481815640811,0.006067495850663267,5.328792229313288e-05,0.006223819887791389,2.478125932691495e-05,0.006230654597339842,2.4405871979466708e-05,9.803371053185074e-05,9.857641986985293e-05,1.0,0.06541433463084764,1.1813497620140985,1.0638341032363479,1.094025231148453,1.181334514325507,3981.4424911193446,0.9953606227798361,0.010000000000000002,0.0,1.1806875211132115,0.08130741726913777,nan,0.04565557517112392,0.004672313527104515,3989.4888382333456,0.0,stable,20,0.0693416705240046,0.00046421454458120284,0.005272481815640811,0,0.0
final,0.95,0.0,4000,0.05,0.1,well_specified,9.5,oracle_weighted_fqe,0.006303947608005738,2.5456756139378458e-05,0.006309983234748398,2.5814234431812545e-05,-11.761110965267767,-11.831586406340456,0.07047544107269221,0.07047544107269221,0.005416327191556611,0.006181296978802419,5.322669498627377e-05,0.006258224897643152,2.5397135366888564e-05,0.006264307642675533,2.5099913674449248e-05,9.668051990471355e-05,9.780749288492518e-05,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,4090.678807794705,0.0,stable,20,0.07047544107269221,0.0004495393971660974,0.005416327191556611,0,0.0
final,0.95,0.0,4000,0.05,0.1,well_specified,9.5,oracle_weighted_fqe_clipped,0.006303947608005738,2.5456756139378458e-05,0.006309983234748398,2.5814234431812545e-05,-11.761110965267767,-11.831586406340456,0.07047544107269221,0.07047544107269221,0.005416327191556611,0.006181296978802419,5.322669498627377e-05,0.006258224897643152,2.5397135366888564e-05,0.006264307642675533,2.5099913674449248e-05,9.668051990471355e-05,9.780749288492518e-05,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4090.678807794705,0.0,stable,20,0.07047544107269221,0.0004495393971660974,0.005416327191556611,0,0.0
final,0.95,0.0,4000,0.05,0.1,well_specified,9.5,standard_fqe,0.006303947608005738,2.5456756139378458e-05,0.006309983234748398,2.5814234431812545e-05,-11.761110965267767,-11.831586406340456,0.07047544107269221,0.07047544107269221,0.005416327191556611,0.006181296978802419,5.322669498627377e-05,0.006258224897643152,2.5397135366888564e-05,0.006264307642675533,2.5099913674449248e-05,9.668051990471355e-05,9.780749288492518e-05,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,4090.678807794705,0.0,stable,20,0.07047544107269221,0.0004495393971660974,0.005416327191556611,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe,3.3392927825531777,0.04458027671883484,3.335507585322496,0.04309276060251106,-12.154339555950461,-11.831586406340456,-0.32275314961000207,0.32275314961000207,0.10533841614045394,5.12340585102227,0.1472431220362714,3.2222007379569164,0.04613056296059389,3.200684070081281,0.04709680683076369,0.3494321650989061,0.3596425302366381,1.0,0.035388645818338074,1.2876652608522297,1.038046099491615,1.051646502149247,1.0908568202349405,11984.21321193615,0.9986844343280123,0.0,0.0,nan,0.03571372033868454,nan,0.024964578362854737,0.0013176817832273905,204.31115810072126,0.0,stable,20,-0.32275314961000207,0.0011688205572775664,0.10533841614045394,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe_clip95,3.2990827310596,0.044530218670043295,3.294961186588998,0.04300651938021666,-12.134866160010299,-11.831586406340456,-0.30327975366983945,0.30327975366983945,0.09338054586552312,5.144280929113468,0.1487970500216936,3.1824606978227226,0.046039243070918605,3.16091764032802,0.04703701340765016,0.3494551997705809,0.35984996686476134,1.0,0.031895643423589484,1.0530004928889025,1.039381409255018,1.0529988529528178,1.0530004928889025,11986.92863104025,0.9989107192533544,0.05000000000000001,0.0,1.0516331694321681,0.032678002533366106,nan,0.023737044905406016,0.0010908239273016394,203.88964706012985,0.0,stable,20,-0.30327975366983945,0.0014019368794846222,0.09338054586552312,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe_clip99_ess40,3.317208855572286,0.04456533398801463,3.3131704490371083,0.04305939187583155,-12.141301376834626,-11.831586406340456,-0.3097149704941666,0.3097149704941666,0.09717914781809854,5.135158549755458,0.14824114514883074,3.200436457157238,0.0461023339560789,3.178904036748345,0.047088972123914934,0.3494165870364485,0.35974756545977477,1.0,0.03399640591694854,1.0912247539245459,1.038394686741602,1.051999550241929,1.0912225347140156,11985.343141775667,0.9987785951479722,0.010000000000000002,0.0,1.0908430172456578,0.03458727430911103,nan,0.024640310901480916,0.0012232711710038085,204.13656922053144,0.0,stable,20,-0.3097149704941666,0.0012557848698960532,0.09717914781809854,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe_clipped,3.317208855572286,0.04456533398801463,3.3131704490371083,0.04305939187583155,-12.141301376834626,-11.831586406340456,-0.3097149704941666,0.3097149704941666,0.09717914781809854,5.135158549755458,0.14824114514883074,3.200436457157238,0.0461023339560789,3.178904036748345,0.047088972123914934,0.3494165870364485,0.35974756545977477,1.0,0.03399640591694854,1.0912247539245459,1.038394686741602,1.051999550241929,1.0912225347140156,11985.343141775667,0.9987785951479722,0.010000000000000002,0.0,1.0908430172456578,0.03458727430911103,nan,0.024640310901480916,0.0012232711710038085,204.13656922053144,0.0,stable,20,-0.3097149704941666,0.0012557848698960532,0.09717914781809854,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_affine,9.5,oracle_weighted_fqe,3.4105923815594417,0.04499157903183858,3.4077780338127246,0.04346367007130691,-12.146259996696102,-11.831586406340456,-0.31467359035564535,0.31467359035564535,0.10840358707604802,5.1135707685714555,0.1473533444681458,3.2942360785904747,0.046486107906814296,3.271535492009619,0.04743802810067452,0.3501310960308609,0.36012067201459985,1.0,0.0,1.0,1.0,1.0,1.0,12000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,204.2236066480852,0.0,stable,20,-0.31467359035564535,0.00938411860873553,0.10840358707604802,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_affine,9.5,oracle_weighted_fqe_clipped,3.4105923815594417,0.04499157903183858,3.4077780338127246,0.04346367007130691,-12.146259996696102,-11.831586406340456,-0.31467359035564535,0.31467359035564535,0.10840358707604802,5.1135707685714555,0.1473533444681458,3.2942360785904747,0.046486107906814296,3.271535492009619,0.04743802810067452,0.3501310960308609,0.36012067201459985,1.0,0.0,1.0,1.0,1.0,1.0,12000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,204.2236066480852,0.0,stable,20,-0.31467359035564535,0.00938411860873553,0.10840358707604802,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_affine,9.5,standard_fqe,3.4105923815594417,0.04499157903183858,3.4077780338127246,0.04346367007130691,-12.146259996696102,-11.831586406340456,-0.31467359035564535,0.31467359035564535,0.10840358707604802,5.1135707685714555,0.1473533444681458,3.2942360785904747,0.046486107906814296,3.271535492009619,0.04743802810067452,0.3501310960308609,0.36012067201459985,1.0,0.0,1.0,1.0,1.0,1.0,12000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,204.2236066480852,0.0,stable,20,-0.31467359035564535,0.00938411860873553,0.10840358707604802,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe,0.011295570802904891,0.00028338580799224254,0.011206859195160632,0.000277982774855984,-11.757446828206096,-11.831586406340456,0.07413957813436092,0.07413957813436092,0.005964860503352145,0.019768609774771174,0.0004991205615585325,0.00877312631912772,0.00011517096565555874,0.008781038872507172,0.00012320584587128316,0.0037344088055419056,0.003799282768816006,1.0,0.035388645818338074,1.2876652608522297,1.038046099491615,1.051646502149247,1.0908568202349405,11984.21321193615,0.9986844343280123,0.0,0.0,nan,0.03571372033868454,nan,0.024964578362854737,0.0013176817832273905,561.472872499414,0.0,stable,20,0.07413957813436092,0.00046818345741113696,0.005964860503352145,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe_clip95,0.011247631480508235,0.00028333056165160455,0.011158758563981002,0.00027804532603157027,-11.75796087556489,-11.831586406340456,0.07362553077556636,0.07362553077556636,0.005887702346844358,0.01980780040731715,0.0005050012808168632,0.0087306855083952,0.00011604700982069456,0.008737154268285974,0.00012323516163321104,0.0037340328125445668,0.0037987531079727256,1.0,0.031895643423589484,1.0530004928889025,1.039381409255018,1.0529988529528178,1.0530004928889025,11986.92863104025,0.9989107192533544,0.05000000000000001,0.0,1.0516331694321681,0.032678002533366106,nan,0.023737044905406016,0.0010908239273016394,554.5136957445541,0.0,stable,20,0.07362553077556636,0.0004669835648604898,0.005887702346844358,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe_clip99_ess40,0.011264296801400273,0.0002833206120895907,0.011176016262580532,0.00027800512355796985,-11.757780207829168,-11.831586406340456,0.07380619851128953,0.07380619851128953,0.005916814437476388,0.019808829104918702,0.0005033931785069027,0.008746188820767477,0.00011587719021270097,0.008752829931887559,0.00012314760835181745,0.0037345221722274993,0.0037990561174353543,1.0,0.03399640591694854,1.0912247539245459,1.038394686741602,1.051999550241929,1.0912225347140156,11985.343141775667,0.9987785951479722,0.010000000000000002,0.0,1.0908430172456578,0.03458727430911103,nan,0.024640310901480916,0.0012232711710038085,558.0540205882751,0.0,stable,20,0.07380619851128953,0.0004694594987885097,0.005916814437476388,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe_clipped,0.011264296801400273,0.0002833206120895907,0.011176016262580532,0.00027800512355796985,-11.757780207829168,-11.831586406340456,0.07380619851128953,0.07380619851128953,0.005916814437476388,0.019808829104918702,0.0005033931785069027,0.008746188820767477,0.00011587719021270097,0.008752829931887559,0.00012314760835181745,0.0037345221722274993,0.0037990561174353543,1.0,0.03399640591694854,1.0912247539245459,1.038394686741602,1.051999550241929,1.0912225347140156,11985.343141775667,0.9987785951479722,0.010000000000000002,0.0,1.0908430172456578,0.03458727430911103,nan,0.024640310901480916,0.0012232711710038085,558.0540205882751,0.0,stable,20,0.07380619851128953,0.0004694594987885097,0.005916814437476388,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_diag_quad,9.5,oracle_weighted_fqe,0.011491208216964465,0.0002831474343326013,0.011397006612307138,0.00027713401877087587,-11.75698961653475,-11.831586406340456,0.07459678980570761,0.07459678980570761,0.006024279263426321,0.01959006040890435,0.0004887046912401044,0.008947215295991903,0.00011267275329003615,0.008958002181803468,0.0001223287506511532,0.0037304264789557407,0.0037981349044213714,1.0,0.0,1.0,1.0,1.0,1.0,12000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,564.551107192551,0.0,stable,20,0.07459678980570761,0.0004595982141093988,0.006024279263426321,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_diag_quad,9.5,oracle_weighted_fqe_clipped,0.011491208216964465,0.0002831474343326013,0.011397006612307138,0.00027713401877087587,-11.75698961653475,-11.831586406340456,0.07459678980570761,0.07459678980570761,0.006024279263426321,0.01959006040890435,0.0004887046912401044,0.008947215295991903,0.00011267275329003615,0.008958002181803468,0.0001223287506511532,0.0037304264789557407,0.0037981349044213714,1.0,0.0,1.0,1.0,1.0,1.0,12000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,564.551107192551,0.0,stable,20,0.07459678980570761,0.0004595982141093988,0.006024279263426321,0,0.0
final,0.95,0.0,12000,0.05,0.1,misspecified_diag_quad,9.5,standard_fqe,0.011491208216964465,0.0002831474343326013,0.011397006612307138,0.00027713401877087587,-11.75698961653475,-11.831586406340456,0.07459678980570761,0.07459678980570761,0.006024279263426321,0.01959006040890435,0.0004887046912401044,0.008947215295991903,0.00011267275329003615,0.008958002181803468,0.0001223287506511532,0.0037304264789557407,0.0037981349044213714,1.0,0.0,1.0,1.0,1.0,1.0,12000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,564.551107192551,0.0,stable,20,0.07459678980570761,0.0004595982141093988,0.006024279263426321,0,0.0
final,0.95,0.0,12000,0.05,0.1,well_specified,9.5,estimated_weighted_fqe,0.0055304647669051805,1.7467427772898193e-05,0.005531552079225939,1.7834710147868816e-05,-11.757087829962881,-11.831586406340456,0.07449857637757909,0.07449857637757909,0.005861458935898692,0.0062582796932529995,3.9353171079515755e-05,0.0055237989282527315,1.9008962688667676e-05,0.0055164178203842475,1.8999491468228648e-05,5.119413287285223e-05,5.053988113473699e-05,1.0,0.035388645818338074,1.2876652608522297,1.038046099491615,1.051646502149247,1.0908568202349405,11984.21321193615,0.9986844343280123,0.0,0.0,nan,0.03571372033868454,nan,0.024964578362854737,0.0013176817832273905,4034.6645793029993,0.0,stable,20,0.07449857637757909,0.0003114210536127075,0.005861458935898692,0,0.0
final,0.95,0.0,12000,0.05,0.1,well_specified,9.5,estimated_weighted_fqe_clip95,0.005533424968469666,1.7382445002175622e-05,0.005534623872218688,1.7748987594936698e-05,-11.757145612846148,-11.831586406340456,0.0744407934943105,0.0744407934943105,0.005851249451268257,0.006245725253835021,3.9156883021775846e-05,0.005526706849863557,1.8896780047233285e-05,0.005519380323450819,1.89093030971432e-05,5.0888260794194276e-05,5.021349853551078e-05,1.0,0.031895643423589484,1.0530004928889025,1.039381409255018,1.0529988529528178,1.0530004928889025,11986.92863104025,0.9989107192533544,0.05000000000000001,0.0,1.0516331694321681,0.032678002533366106,nan,0.023737044905406016,0.0010908239273016394,3970.536413534594,0.0,stable,20,0.0744407934943105,0.00030981771520567625,0.005851249451268257,0,0.0
final,0.95,0.0,12000,0.05,0.1,well_specified,9.5,estimated_weighted_fqe_clip99_ess40,0.005531519963787082,1.7441730303884886e-05,0.005532778472532357,1.78106872973397e-05,-11.757122970661554,-11.831586406340456,0.07446343567890405,0.07446343567890405,0.005856049552485566,0.006252655023890399,3.928300475290806e-05,0.005524820381038744,1.8959546853432e-05,0.005517449410137638,1.8969733643974965e-05,5.1120449144498474e-05,5.043522215144608e-05,1.0,0.03399640591694854,1.0912247539245459,1.038394686741602,1.051999550241929,1.0912225347140156,11985.343141775667,0.9987785951479722,0.010000000000000002,0.0,1.0908430172456578,0.03458727430911103,nan,0.024640310901480916,0.0012232711710038085,4002.321421274948,0.0,stable,20,0.07446343567890405,0.00031124629937928476,0.005856049552485566,0,0.0
final,0.95,0.0,12000,0.05,0.1,well_specified,9.5,estimated_weighted_fqe_clipped,0.005531519963787082,1.7441730303884886e-05,0.005532778472532357,1.78106872973397e-05,-11.757122970661554,-11.831586406340456,0.07446343567890405,0.07446343567890405,0.005856049552485566,0.006252655023890399,3.928300475290806e-05,0.005524820381038744,1.8959546853432e-05,0.005517449410137638,1.8969733643974965e-05,5.1120449144498474e-05,5.043522215144608e-05,1.0,0.03399640591694854,1.0912247539245459,1.038394686741602,1.051999550241929,1.0912225347140156,11985.343141775667,0.9987785951479722,0.010000000000000002,0.0,1.0908430172456578,0.03458727430911103,nan,0.024640310901480916,0.0012232711710038085,4002.321421274948,0.0,stable,20,0.07446343567890405,0.00031124629937928476,0.005856049552485566,0,0.0
final,0.95,0.0,12000,0.05,0.1,well_specified,9.5,oracle_weighted_fqe,0.005533354236065005,1.7725096020441026e-05,0.005534638708177457,1.807580463422252e-05,-11.757123429226985,-11.831586406340456,0.07446297711347594,0.07446297711347594,0.0058529002853236495,0.006259356282124285,3.973892113641322e-05,0.005526539861012626,1.9310171763179387e-05,0.005519176158222182,1.935464448442915e-05,5.1624291823635046e-05,5.100675534810776e-05,1.0,0.0,1.0,1.0,1.0,1.0,12000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,4065.8015026954427,0.0,stable,20,0.07446297711347594,0.00030816532472160925,0.0058529002853236495,0,0.0
final,0.95,0.0,12000,0.05,0.1,well_specified,9.5,oracle_weighted_fqe_clipped,0.005533354236065005,1.7725096020441026e-05,0.005534638708177457,1.807580463422252e-05,-11.757123429226985,-11.831586406340456,0.07446297711347594,0.07446297711347594,0.0058529002853236495,0.006259356282124285,3.973892113641322e-05,0.005526539861012626,1.9310171763179387e-05,0.005519176158222182,1.935464448442915e-05,5.1624291823635046e-05,5.100675534810776e-05,1.0,0.0,1.0,1.0,1.0,1.0,12000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4065.8015026954427,0.0,stable,20,0.07446297711347594,0.00030816532472160925,0.0058529002853236495,0,0.0
final,0.95,0.0,12000,0.05,0.1,well_specified,9.5,standard_fqe,0.005533354236065005,1.7725096020441026e-05,0.005534638708177457,1.807580463422252e-05,-11.757123429226985,-11.831586406340456,0.07446297711347594,0.07446297711347594,0.0058529002853236495,0.006259356282124285,3.973892113641322e-05,0.005526539861012626,1.9310171763179387e-05,0.005519176158222182,1.935464448442915e-05,5.1624291823635046e-05,5.100675534810776e-05,1.0,0.0,1.0,1.0,1.0,1.0,12000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,4065.8015026954427,0.0,stable,20,0.07446297711347594,0.00030816532472160925,0.0058529002853236495,0,0.0
final,0.95,1.1,1000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe,47.251398865308985,1.2546374648509584,80.73443997722907,1.896060394070314,-12.991100773308617,-11.831586406340456,-1.1595143669681582,12.803889254960518,340.5337212362453,376.5871202908171,2.8917990848164314,88.9115409983412,2.13576348273481,47.30832044159747,1.4505343989179236,5.361524964171112,3.65234919939243,1.0,1.3306834682229964,7.2198438869179835,3.064323410262833,3.782169596361409,5.156911491511248,361.6573348800283,0.3616573348800283,0.0,0.0,nan,9.865996046761737,0.3545604786646956,1.2250173961874127,0.8157469989312711,255.07516810603965,0.25,finite_sample_variance_or_clipping;metric_instability_unclassified,20,-1.1595143669681582,339.18924766903973,340.5337212362453,5,0.25
final,0.95,1.1,1000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe_clip95,54.32758002308442,1.3276090822155406,87.14714953114425,2.1291902066998203,-9.300351109535042,-11.831586406340456,2.5312352968054137,14.200756419112233,365.4561503399688,404.40442193945483,3.2042295144631874,104.58222076431055,2.4320413041101254,54.218594291163626,1.5334225296512796,5.251678565985971,3.903495281001196,1.0,1.2626141162315105,3.954465198351964,3.203889034747733,3.953256016057106,3.954465198351964,386.21567807255866,0.38621567807255863,0.05000000000000001,0.0,4.760772232210583,9.883413041591094,0.3951692686984473,1.200932053516992,0.7921684462678166,261.80629945390046,0.3,metric_instability_unclassified,20,2.5312352968054137,359.04899821217515,365.4561503399688,6,0.3
final,0.95,1.1,1000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe_clip99_ess40,32.40179140928619,0.7721637112108001,51.38118888424651,1.4075066537573708,-12.520109025069377,-11.831586406340456,-0.6885226187289187,10.761966348888595,203.5586536501963,228.43535307425446,1.8959452481209902,57.1684904652591,1.4608352640782842,32.415986296660876,0.8889449286844444,4.763683331593279,2.531683895927653,1.0,1.2247448709380635,4.908567043218712,2.943819981037395,3.617005160412719,4.907906021572648,400.00000017774494,0.40000000017774495,0.010000000000000002,0.06570710186846554,6.488844327363344,13.466746382881814,0.36336068265757226,1.2475816118546397,0.8127127304643859,273.16314463187734,0.25,metric_instability_unclassified,20,-0.6885226187289187,203.08459025369496,203.5586536501963,5,0.25
final,0.95,1.1,1000,0.05,0.1,misspecified_affine,9.5,estimated_weighted_fqe_clipped,47.881005059058865,1.2603726831687303,81.56495861383343,1.9478352258850236,-11.998481036061964,-11.831586406340456,-0.16689462972150793,13.039986310123425,343.06020231137086,379.69577796976284,2.9457077221806633,91.8843831876098,2.20023274500627,47.83260421959115,1.4559736745408762,5.332076819450981,3.700718334899637,1.0,1.3135474355281782,5.193798701925382,3.0861489140661833,3.809187851962492,5.193096020516922,367.6509622974108,0.3676509622974108,0.010000000000000002,0.0,6.488844327363344,9.86824495552989,0.36336068265757226,1.220783796356922,0.8103119228853444,255.40443888774394,0.2,metric_instability_unclassified,20,-0.16689462972150793,343.03234849394096,343.06020231137086,4,0.2
final,0.95,1.1,1000,0.05,0.1,misspecified_affine,9.5,oracle_weighted_fqe,9.935199011949368,0.5636383906044169,201.4985376529231,5.431007088936978,-1.6476807212786686,-11.831586406340456,10.183905685061788,10.914709638820113,120.31072869756547,152.7753006293362,2.0456971530057686,75.08518320023441,2.3036410609852007,9.922755287283996,0.6374970963327021,39.66512982085063,3.8861162081557383,1.0,4.982274788031511,104.14003174115885,3.0242147675365074,6.096383986775228,13.479056061463059,58.321081603312585,0.058321081603312584,0.0,0.0,nan,0.0,1.0,0.0,0.0,245.79308103669305,1.0,overlap_collapse;overlap_collapse;finite_sample_variance_or_clipping,20,10.183905685061788,16.59879369533165,120.31072869756547,20,1.0
final,0.95,1.1,1000,0.05,0.1,misspecified_affine,9.5,oracle_weighted_fqe_clipped,28.64655779109006,0.22063763242379886,35.44714488856372,0.9814528667733219,-11.879730968596181,-11.831586406340456,-0.048144562255723056,2.697663560834912,14.815244876961865,22.44990696797156,0.3313532376378797,31.86372801923178,0.5755399930478029,28.501666020219574,0.25031152365741344,3.7044434103209154,0.8782996483500627,1.0,1.732050806674413,10.316417698346308,2.643037379795883,4.886309057573191,10.308487254298111,250.0000001936572,0.2500000001936572,0.010000000000000002,0.4036708670668304,8.122361878439117,14.170786713700306,0.7933079255997739,0.7180173802470315,0.46046538463705095,239.3344847092848,0.05,metric_instability_unclassified,20,-0.048144562255723056,14.812926978087072,14.815244876961865,1,0.05
final,0.95,1.1,1000,0.05,0.1,misspecified_affine,9.5,standard_fqe,487.0401327413627,1.985911029926413,385.8850914909061,2.227059701620276,-2.1064854245677713,-11.831586406340456,9.725100981772687,9.725100981772687,119.32161236833599,131.78750159768566,0.9233622716718456,412.056400941184,2.1854926706006337,486.19856373018877,2.2883062686918962,3.1024667634736796,1.737122078877272,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,14.975009479442567,nan,1.6737866163557051,0.9416789183966874,595.2765263187621,0.0,stable,20,9.725100981772687,24.744023262659937,119.32161236833599,0,0.0
final,0.95,1.1,1000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe,3.1729923730272264e+39,2.5202732610525894e+38,5.556323433295875e+39,1.4332723457172283e+38,-2.9644520204769927e+19,-11.831586406340456,-2.9644520204769927e+19,2.9644520204769927e+19,1.7575951562525114e+40,5.214060046412271e+40,1.263539001724471e+39,8.780116275164868e+40,2.8229020267787273e+39,2.742008205719293e+39,2.3612323580273286e+38,4.719760397080847e+40,3.604653587146061e+39,1.0,1.3306834682229964,7.2198438869179835,3.064323410262833,3.782169596361409,5.156911491511248,361.6573348800283,0.3616573348800283,0.0,0.0,nan,9.865996046761737,0.3545604786646956,1.2250173961874127,0.8157469989312711,6715.458059471564,0.1,finite_sample_variance_or_clipping;metric_instability_unclassified,20,-2.9644520204769927e+19,1.6697153984354096e+40,1.7575951562525114e+40,2,0.1
final,0.95,1.1,1000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe_clip95,1.9215385992246845e+38,1.553111120656582e+37,3.68836144979957e+38,9.536231883156095e+36,-7.532067687997372e+18,-11.831586406340456,-7.532067687997372e+18,7.532067687997372e+18,1.1346408645775784e+39,3.2294201986133643e+39,7.799312573162792e+37,5.387354396996747e+39,1.7341093081552128e+38,1.6571435664982846e+38,1.455804714417692e+37,2.8166479679812687e+39,2.2018202577756383e+38,1.0,1.2626141162315105,3.954465198351964,3.203889034747733,3.953256016057106,3.954465198351964,386.21567807255866,0.38621567807255863,0.05000000000000001,0.0,4.760772232210583,9.883413041591094,0.3951692686984473,1.200932053516992,0.7921684462678166,6853.105927051935,0.1,metric_instability_unclassified,20,-7.532067687997372e+18,1.0779088209210044e+39,1.1346408645775784e+39,2,0.1
final,0.95,1.1,1000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe_clip99_ess40,6.358440513488971e+36,5.20003707835587e+35,1.3416573712073954e+37,3.51438939856528e+35,-1.386131616034439e+18,-11.831586406340456,-1.386131616034439e+18,1.386131616034439e+18,3.842721713830685e+37,1.0832890094726623e+38,2.6171231633006056e+36,1.7932625532806695e+38,5.813405646989029e+36,5.472239618350497e+36,4.8749249711836304e+35,9.072395161416721e+37,7.313738324206275e+36,1.0,1.2247448709380635,4.908567043218712,2.943819981037395,3.617005160412719,4.907906021572648,400.00000017774494,0.40000000017774495,0.010000000000000002,0.06570710186846554,6.488844327363344,13.466746382881814,0.36336068265757226,1.2475816118546397,0.8127127304643859,6546.449943898677,0.1,metric_instability_unclassified,20,-1.386131616034439e+18,3.6505856281336585e+37,3.842721713830685e+37,2,0.1
final,0.95,1.1,1000,0.05,0.1,misspecified_diag_quad,9.5,estimated_weighted_fqe_clipped,1.135554394526488e+39,9.080302009060038e+37,2.056627949296919e+39,5.308999873249284e+37,-1.7959331139687117e+19,-11.831586406340456,-1.7959331139687117e+19,1.7959331139687117e+19,6.45075149481998e+39,1.8824019291780234e+40,4.555038594548751e+38,3.1584442666340663e+40,1.0157007464718159e+39,9.805719122873081e+38,8.50914717166845e+37,1.6810463700330124e+40,1.2944624062956428e+39,1.0,1.3135474355281782,5.193798701925382,3.0861489140661833,3.809187851962492,5.193096020516922,367.6509622974108,0.3676509622974108,0.010000000000000002,0.0,6.488844327363344,9.86824495552989,0.36336068265757226,1.220783796356922,0.8103119228853444,6736.348179525058,0.1,metric_instability_unclassified,20,-1.7959331139687117e+19,6.128213919835046e+39,6.45075149481998e+39,2,0.1
