study_stage,gamma,shift,sample_size,process_noise_sd,behavior_action_sd,feature_regime,seed,estimator,target_q_mse,target_q_mse_se,behavior_q_mse,behavior_q_mse_se,policy_value_estimate,policy_value_true,policy_value_error,policy_value_absolute_error,policy_value_squared_error,initial_v_mse,initial_v_mse_se,behavior_v_mse,behavior_v_mse_se,target_v_mse,target_v_mse_se,behavior_bellman_residual_mse,target_bellman_residual_mse,weight_mean,weight_std,weight_max,weight_q90,weight_q95,weight_q99,effective_sample_size,effective_sample_size_fraction,fraction_clipped,chosen_uniform_mix,clip_level,oracle_log_ratio_rmse,oracle_estimated_weight_corr,oracle_estimated_weight_mae,oracle_estimated_weight_rel_mse,weighted_design_condition_number,unstable_run_flag,unstable_reason,value_gamma,ratio_gamma,reference_distribution,data_mode,fqe_family,ratio_estimator,ratio_moment_violation_l2,ratio_normalization_error,target_ratio_feature_calibration_l2,target_fqe_feature_calibration_l2,ratio_solver,n_seeds,policy_value_bias,policy_value_variance,policy_value_mse,unstable_run_count,unstable_run_fraction
gamma_paper,0.95,1.1,4000,0.05,0.1,misspecified_affine,0,linear_neural_weighted_clipped_fqe,22.730111255607596,0.49705475328275484,20.18680823485527,0.472728807314832,-22.35446361122039,-11.831586406340456,-10.522877204879933,10.522877204879933,115.25669677845406,125.96062158376222,0.809259470571941,16.63062016941947,0.436195813827353,22.68801869922384,0.5707268844149673,4.021579077658086,1.3115528366974805,1.0,1.2247448708819992,5.525192963809495,2.9537245344140457,3.9129663488131583,5.524928462572104,1600.0000007988704,0.4000000001997176,0.010000000000000002,0.3121461131703108,7.0595544800758265,14.134096606158314,0.25609876719242936,1.270897451059963,0.8926050022966121,240.80027710466965,0.0,stable,0.95,0.95,discounted,matched_iid,linear,neural_clipped,0.3500046884481333,-0.059525517166751474,0.15923855727620814,0.1850674539652322,neural_positive_rkhs_moment,20,-10.522877204879933,4.525752109472356,115.25669677845406,0,0.0
gamma_paper,0.95,1.1,4000,0.05,0.1,misspecified_affine,0,linear_oracle_clipped_fqe,70.9997026136447,0.43733580392789584,63.80805350643992,1.0149900397422094,-10.16904581718901,-11.831586406340456,1.6625405891514484,2.2444034554839423,7.687828344252682,13.97986154133515,0.2685917020946247,65.19354954923196,0.6411319782106527,70.9800274821268,0.49910119138571707,3.489307453419607,0.7338645201824628,1.0,1.224744870460637,7.754902343417674,2.1477835182990233,3.7398869410801314,7.753968799291923,1600.000001459429,0.4000000003648573,0.009999999999999998,0.5785357794868761,8.126917993976155,14.545146325952539,0.6293521902615172,1.0051612225020319,0.7134211284139588,330.27059930188153,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_clipped,0.0,0.0,0.3038033624656504,0.3072182195503693,oracle_exact_clipped,100,1.6625405891514484,4.923787133676638,7.687828344252682,0,0.0
gamma_paper,0.95,1.1,4000,0.05,0.1,misspecified_affine,0,linear_oracle_raw_fqe,9.258035558447544,0.5611421255663473,210.31799502216094,5.630094723068432,-0.7854987135942941,-11.831586406340456,11.046087692746166,11.046087692746166,122.24680810520333,156.1484345773254,2.134150873014602,78.57537712545377,2.426245077286975,9.171387867517888,0.6418448533821943,40.98420407983391,3.987288802244069,1.0,8.178103608854133,398.4479159432208,2.838175259945632,5.740423369048179,13.058185570945477,148.5581227553668,0.03713953068884171,0.0,0.0,nan,0.0,1.0,0.0,0.0,235.77589288228418,1.0,overlap_collapse,0.95,0.95,discounted,matched_iid,linear,oracle_raw,0.0,0.0,0.12277707516240674,0.18283521679287879,oracle_exact,100,11.046087692746166,0.23075478936504662,122.24680810520333,100,1.0
gamma_paper,0.95,1.1,4000,0.05,0.1,misspecified_affine,0,linear_standard_fqe,504.8427145117457,1.9803622540977006,403.44773725033986,2.1627862970623637,-0.6324241315461596,-11.831586406340456,11.199162274794299,11.199162274794299,131.75270494777763,140.92577266965907,0.9625535131898968,431.8812043707494,2.087475590497905,505.06444909515415,2.2744711964986357,3.084596776912872,1.4600759663813754,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,15.03288570386734,nan,1.6754680214214173,0.9628604693111584,604.2187535407088,0.0,stable,0.95,0.95,discounted,matched_iid,linear,standard,nan,0.0,0.5611310031201309,0.553969301166461,uniform,100,11.199162274794299,6.331469290601785,131.75270494777763,0,0.0
gamma_paper,0.95,1.1,4000,0.05,0.1,misspecified_affine,0,neural_estimated_clipped_fqe,2.9409977112357866,0.14122711970157115,41.74039629853938,1.3641259863309108,-13.366188978116815,-11.831586406340456,-1.5346025717763596,4.96335814793817,33.61959502726206,41.72824678163043,0.447765827117355,17.679709707296475,0.48084411977381086,2.893242766135771,0.16169534943339423,53.434910683070356,1.4524732101399807,1.0,1.2247448710281463,5.0031871893350495,2.909805448593859,3.631302101276553,5.003063077942169,1600.0000005697593,0.4000000001424399,0.010000000000000002,0.06932889436604454,6.606426088259464,13.546156333021523,0.28353236110560287,1.2630266180625997,0.8806246865824804,270.62629132791994,0.0,stable,0.95,0.95,discounted,matched_iid,neural,linear_clipped,0.26845282924389624,-0.0012425132908104985,0.18297408821984365,0.17935034421702994,linear_reduced_moment,20,-1.5346025717763596,31.264589973959442,33.61959502726206,0,0.0
gamma_paper,0.95,1.1,4000,0.05,0.1,misspecified_affine,0,neural_neural_weighted_clipped_fqe,2.665100632132649,0.13358270128138294,37.817834818885856,1.3251668799456944,-13.001946062056211,-11.831586406340456,-1.1703596557157556,4.808558688209816,30.259296790361105,38.11931825221276,0.43007409416145553,14.947255289466023,0.4207643954421859,2.5756333244038854,0.15026339411605924,45.662400784587916,1.3832576984392093,1.0,1.2247448708819992,5.525192963809495,2.9537245344140457,3.9129663488131583,5.524928462572104,1600.0000007988704,0.4000000001997176,0.010000000000000002,0.3121461131703108,7.0595544800758265,14.134096606158314,0.25609876719242936,1.270897451059963,0.8926050022966121,240.80027710466965,0.0,stable,0.95,0.95,discounted,matched_iid,neural,neural_clipped,0.3500046884481333,-0.059525517166751474,0.15923855727620814,0.1850674539652322,neural_positive_rkhs_moment,20,-1.1703596557157556,28.889555066634,30.259296790361105,0,0.0
gamma_paper,0.95,1.1,4000,0.05,0.1,misspecified_affine,0,neural_oracle_clipped_fqe,2.692925180818908,0.12925190535920172,36.90776305810815,1.2693977278771804,-13.03111880252062,-11.831586406340456,-1.1995323961801614,4.6973954096586725,28.135333734222307,36.2769855435522,0.42215639114286035,15.118644380350597,0.3951172532768056,2.6008467449643247,0.14568242255846392,52.11477292313333,1.4423910451874575,1.0,1.2247448702840347,7.752621341454526,2.123300748053892,3.764011490738085,7.751630879285324,1600.000001736284,0.400000000434071,0.010000000000000002,0.580005405403208,8.014242748330117,14.511743804019094,0.6296254674160484,0.9995162347498419,0.7148229254581026,332.63598262740163,0.0,stable,0.95,0.95,discounted,matched_iid,neural,oracle_clipped,0.0,0.0,0.30330938267091384,0.3073718047612205,oracle_exact_clipped,20,-1.1995323961801614,26.696455764736584,28.135333734222307,0,0.0
gamma_paper,0.95,1.1,4000,0.05,0.1,misspecified_affine,0,neural_standard_fqe,2.786073538645358,0.12671145086580565,35.28135530265729,1.205713773172383,-13.035362537031668,-11.831586406340456,-1.2037761306912114,4.6504899760244935,26.716088455238456,35.15304858562107,0.41814534058754227,15.415988460641762,0.3821721597520649,2.690499423677438,0.14311396717184047,55.91530085204838,1.4966561018631794,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,14.99811300923012,nan,1.6748619020087268,0.9633347736693777,604.3376595849539,0.0,stable,0.95,0.95,discounted,matched_iid,neural,standard,nan,0.0,0.5590146772142489,0.5527328125314678,uniform,20,-1.2037761306912114,25.267011482416557,26.716088455238456,0,0.0
gamma_paper,0.95,1.35,4000,0.05,0.1,misspecified_affine,0,linear_estimated_clipped_fqe,1831.9362984554673,4.667375206880787,2050.1390573289814,17.934187788365616,34.480102892263545,-11.831586406340456,46.31168929860401,46.418757927161714,2463.1918339827075,2507.457562316007,8.222328708365549,2384.4334179248176,16.08397220473676,1831.6680498033204,5.2970978281458745,20.287990393312587,9.021484410844042,1.0,1.2247448706701776,7.303408497825443,2.067713359586379,3.7038281641999338,7.302823624313716,1600.0000011309378,0.40000000028273436,0.009999999999999998,0.43451421112008404,17.34178261814541,16.994952697792197,0.29607769515979826,1.740837231715842,0.9393612841595624,1254.6482236664604,0.0,stable,0.95,0.95,discounted,matched_iid,linear,linear_clipped,0.49050393998384395,-0.012452489301097934,1.126909595838567,0.8069650229783071,linear_reduced_moment,100,46.31168929860401,318.41926829227486,2463.1918339827075,0,0.0
gamma_paper,0.95,1.35,4000,0.05,0.1,misspecified_affine,0,linear_neural_weighted_clipped_fqe,1354.489509647777,2.3017495860235466,1217.9304337063472,11.029037792420578,16.7807225896526,-11.831586406340456,28.612308995993054,28.612308995993054,884.3515070835776,890.4337073699695,1.6591444632574934,1311.775866690266,7.370843495759404,1353.809186937716,2.6076987524380373,21.410948753513534,3.349330514080566,1.0,1.2247448707474777,7.00142400047333,2.2391031071220295,3.7552929313794743,7.001162375321708,1600.0000010097563,0.40000000025243904,0.010000000000000002,0.44979322810890154,1.9501114416420435,16.817030276971266,0.30738949033050933,1.7504412904483053,0.9358458990108389,1014.0341520688686,0.0,stable,0.95,0.95,discounted,matched_iid,linear,neural_clipped,0.3351095370368277,-0.864710057229378,0.8637853974380411,0.6935882655760209,neural_positive_rkhs_moment,20,28.612308995993054,65.68728100139253,884.3515070835776,0,0.0
gamma_paper,0.95,1.35,4000,0.05,0.1,misspecified_affine,0,linear_oracle_clipped_fqe,1371.605875450906,2.5869923260237555,1177.1410095884007,11.067384381725972,18.30217443068731,-11.831586406340456,30.133760837027765,30.1973677724498,1042.8050381769108,1057.0505039882125,2.661489694089767,1333.1868580575922,8.148772127977388,1371.8295602215599,2.9207899687939727,19.959012043382195,4.457476225991661,1.0,2.468034761647609,21.758128867034166,0.6500000128395746,0.650220618133809,21.75280965592596,566.0511218732698,0.14151278046831745,0.009999999999999998,0.6500000000000001,16.95059318213806,16.999575966939812,0.6292512878976497,1.289127802369819,0.7620361484472093,1240.9925237490754,0.87,overlap_collapse,0.95,0.95,discounted,matched_iid,linear,oracle_clipped,0.0,0.0,1.1234609593992628,0.8148272129963054,oracle_exact_clipped,100,30.133760837027765,134.76149599372232,1042.8050381769108,87,0.87
gamma_paper,0.95,1.35,4000,0.05,0.1,misspecified_affine,0,linear_oracle_raw_fqe,10.455068019439691,0.5888488050756387,1426.375019550733,28.79795936546205,-1.0047233269705216,-11.831586406340456,10.826863079369932,11.367516885687849,130.26282401704603,164.6163907028031,2.187372278676205,480.6034973376409,11.39831222331168,10.364919489098007,0.6741205519158264,279.7685106285777,4.019457830560007,1.0,14.678126274857897,689.719341593928,1.811697085035415e-08,0.0003174373401625349,30.010502480884043,29.059832213820513,0.0072649580534551285,0.0,0.0,nan,0.0,1.0,0.0,0.0,272.63044061923154,1.0,overlap_collapse,0.95,0.95,discounted,matched_iid,linear,oracle_raw,0.0,0.0,0.11056841135607426,0.1889003487618127,oracle_exact,100,10.826863079369932,13.041859877622208,130.26282401704603,100,1.0
gamma_paper,0.95,1.35,4000,0.05,0.1,misspecified_affine,0,linear_standard_fqe,13392.620670981752,14.18238716417123,10462.376575888997,20.995775663542737,87.30734109015262,-11.831586406340456,99.13892749649308,99.13892749649308,9870.519122410768,9886.434307815376,9.320305352487832,11719.8382537844,16.911020045070178,13394.607991995981,16.22887637053633,14.528357038964598,28.37032374969126,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,17.42747386131473,nan,1.939814550035483,0.992735041946545,1960.2621439555553,0.0,stable,0.95,0.95,discounted,matched_iid,linear,standard,nan,0.0,1.7549963505307744,1.2781150655894977,uniform,100,99.13892749649308,41.99217725585541,9870.519122410768,0,0.0
gamma_paper,0.95,1.35,4000,0.05,0.1,misspecified_affine,0,neural_estimated_clipped_fqe,7.0772835900233115,0.4053632755887195,320.7118081770552,7.315844404013393,-3.1896965810135414,-11.831586406340456,8.641889825326917,8.641889825326917,86.01364815198646,111.48802345744548,1.538851530963574,138.37042290648805,3.828920155860858,6.969184933530029,0.4667365037770074,114.15537850010305,2.5611230485642,1.0,1.224744870531835,7.369489563432573,2.045026742432054,3.6729460399804097,7.3689740128121315,1600.0000013478143,0.4000000003369535,0.010000000000000002,0.4436691792821512,17.696618917880855,16.856067355991335,0.3086519503524414,1.7407735482216293,0.9357879997105447,1246.1356305330519,0.0,stable,0.95,0.95,discounted,matched_iid,neural,linear_clipped,0.4922948809677451,-0.011757265192043004,1.127502746328862,0.8084358172553199,linear_reduced_moment,20,8.641889825326917,11.331388398897577,86.01364815198646,0,0.0
gamma_paper,0.95,1.35,4000,0.05,0.1,misspecified_affine,0,neural_neural_weighted_clipped_fqe,7.7144149570282705,0.4446780908382831,329.831713435904,7.681668411353624,-2.563678356984838,-11.831586406340456,9.26790804935562,9.26790804935562,94.3756817504691,122.07862497322199,1.6898401669019787,140.90116529158144,4.077538703004021,7.591690936601014,0.5121378939958342,90.87238814294513,2.7619354833080445,1.0,1.2247448707474777,7.00142400047333,2.2391031071220295,3.7552929313794743,7.001162375321708,1600.0000010097563,0.40000000025243904,0.010000000000000002,0.44979322810890154,1.9501114416420435,16.817030276971266,0.30738949033050933,1.7504412904483053,0.9358458990108389,1014.0341520688686,0.0,stable,0.95,0.95,discounted,matched_iid,neural,neural_clipped,0.3351095370368277,-0.864710057229378,0.8637853974380411,0.6935882655760209,neural_positive_rkhs_moment,20,9.26790804935562,8.481562139158388,94.3756817504691,0,0.0
gamma_paper,0.95,1.35,4000,0.05,0.1,misspecified_affine,0,neural_oracle_clipped_fqe,7.580632019453111,0.4259853832290756,327.77944638322276,7.511795503763845,-2.8551537310413737,-11.831586406340456,8.976432675299087,8.976432675299087,91.02959243334513,117.45269814905446,1.6081023898325828,128.76074456913108,3.6288983090729454,7.478379313258761,0.4900515246647094,117.0183011154194,2.5953527101668015,1.0,2.496874199869256,22.12886211470218,0.6500000135730242,0.6501604939880963,22.12376558413107,554.4655545178719,0.13861638862946796,0.010000000000000002,0.6500000000000001,16.30042722417155,16.852269681400408,0.6612294250810817,1.267145565547723,0.741697095169776,1221.412293774803,1.0,overlap_collapse,0.95,0.95,discounted,matched_iid,neural,oracle_clipped,0.0,0.0,1.1207520365684047,0.8143916354681611,oracle_exact_clipped,20,8.976432675299087,10.45324885916805,91.02959243334513,20,1.0
gamma_paper,0.95,1.35,4000,0.05,0.1,misspecified_affine,0,neural_standard_fqe,7.2405162036475375,0.40054616351887,329.62283368045706,7.512421924914934,-3.4105017148390027,-11.831586406340456,8.421084691501456,8.491024940603612,85.03325190410641,110.16053935007417,1.5084849543353431,113.18173788486868,3.246423893076771,7.148381375700664,0.4612461914966624,141.2051909776256,2.39727838094148,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,17.280671903491033,nan,1.9396917081626426,0.9923231133218243,1964.451246108733,0.0,stable,0.95,0.95,discounted,matched_iid,neural,standard,nan,0.0,1.7511268712784283,1.2780616950250816,uniform,20,8.421084691501456,14.118584522666248,85.03325190410641,0,0.0
gamma_paper,0.95,0.0,4000,0.05,0.1,misspecified_affine,0,linear_estimated_clipped_fqe,0.8661109669976503,0.020781535100944423,0.8706639082974152,0.022297764121912766,-13.120282252055736,-11.831586406340456,-1.2886958457152784,1.2886958457152784,1.7731967792161711,7.90386060247105,0.16023951521855997,0.7992567413018502,0.024203986139213252,0.7974149545487988,0.023161759864424713,0.17406937731071534,0.16792621828909596,1.0,0.07899397712625342,1.1828512980787098,1.0898344502455004,1.1166958274742762,1.1828365818038569,3973.8989903699076,0.993474747592477,0.009999999999999998,0.0,1.1819078176788878,0.10026086718408686,nan,0.05892925322439476,0.006577655538504349,175.44468999866496,0.0,stable,0.95,0.99,discounted,matched_iid,linear,linear_clipped,0.0037202737064890383,-3.07242154780496e-05,0.005466469490765989,0.003907131335347918,linear_reduced_moment,100,-1.2886958457152784,0.11245979645235493,1.7731967792161711,0,0.0
gamma_paper,0.95,0.0,4000,0.05,0.1,misspecified_affine,0,linear_neural_weighted_clipped_fqe,0.8128601701631009,0.02242232775077065,0.8075916793539586,0.022237034910542568,-12.873506036745676,-11.831586406340456,-1.0419196304052183,1.1913697764990054,1.6591905761264436,8.225463099959686,0.17828456720281988,0.7524741211564547,0.025102510574255714,0.7538957070729783,0.025295439793489992,0.17514336288531113,0.1757422457556874,1.0,0.05099086068137574,1.14127887029258,1.042264240436349,1.0622055747154033,1.1412709910346297,3987.985849394337,0.9969964623485842,0.010000000000000002,0.0,1.1390434904694555,0.05870096701074514,nan,0.030186653380184714,0.0030174047897412156,175.99239765709825,0.0,stable,0.95,0.99,discounted,matched_iid,linear,neural_clipped,0.019819270376107877,-0.001386355972476294,0.007423868157507295,0.0068155863398922465,neural_positive_rkhs_moment,20,-1.0419196304052183,0.5735940599026971,1.6591905761264436,0,0.0
gamma_paper,0.95,0.0,4000,0.05,0.1,misspecified_affine,0,linear_oracle_clipped_fqe,0.8893429217115282,0.020744664339312963,0.8936318954190599,0.022462186284519424,-13.18218146946933,-11.831586406340456,-1.3505950631288741,1.366446886749155,2.1472693049607283,8.161638238960572,0.15891158076725553,0.8200200387910408,0.02441813675980532,0.8170294519760791,0.0232770968520593,0.17576579971437506,0.1696491341351428,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,174.59531848706476,0.0,stable,0.95,0.99,discounted,matched_iid,linear,oracle_clipped,0.0,0.0,0.0048138441421556885,0.003517464502877482,oracle_exact_clipped,100,-1.3505950631288741,0.32316228041264067,2.1472693049607283,0,0.0
gamma_paper,0.95,0.0,4000,0.05,0.1,misspecified_affine,0,linear_oracle_raw_fqe,0.8893429217115282,0.020744664339312963,0.8936318954190599,0.022462186284519424,-13.18218146946933,-11.831586406340456,-1.3505950631288741,1.366446886749155,2.1472693049607283,8.161638238960572,0.15891158076725553,0.8200200387910408,0.02441813675980532,0.8170294519760791,0.0232770968520593,0.17576579971437506,0.1696491341351428,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,174.59531848706476,0.0,stable,0.95,0.99,discounted,matched_iid,linear,oracle_raw,0.0,0.0,0.0048138441421556885,0.003517464502877482,oracle_exact,100,-1.3505950631288741,0.32316228041264067,2.1472693049607283,0,0.0
