study_stage,gamma,shift,sample_size,process_noise_sd,behavior_action_sd,feature_regime,seed,estimator,target_q_mse,target_q_mse_se,behavior_q_mse,behavior_q_mse_se,policy_value_estimate,policy_value_true,policy_value_error,policy_value_absolute_error,policy_value_squared_error,initial_v_mse,initial_v_mse_se,behavior_v_mse,behavior_v_mse_se,target_v_mse,target_v_mse_se,behavior_bellman_residual_mse,target_bellman_residual_mse,weight_mean,weight_std,weight_max,weight_q90,weight_q95,weight_q99,effective_sample_size,effective_sample_size_fraction,fraction_clipped,chosen_uniform_mix,clip_level,oracle_log_ratio_rmse,oracle_estimated_weight_corr,oracle_estimated_weight_mae,oracle_estimated_weight_rel_mse,weighted_design_condition_number,unstable_run_flag,unstable_reason,value_gamma,ratio_gamma,reference_distribution,data_mode,fqe_family,ratio_estimator,ratio_moment_violation_l2,ratio_normalization_error,target_ratio_feature_calibration_l2,target_fqe_feature_calibration_l2,ratio_solver
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,1,linear_oracle_raw_fqe,2.4164280184312554,0.035993596433901535,2.460353702649317,0.03800581470885069,-13.127552870985545,-11.831586406340458,-1.2959664646450868,1.2959664646450868,1.679529077484685,6.412500856255814,0.12497016555194612,2.320245092296106,0.03632723591032031,2.325267086820745,0.040557814570141064,0.34728787235534464,0.3632943262631432,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,197.00629893877428,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_raw,0.0,0.0,0.0034504731799300204,0.0012979669008125422,oracle_exact
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,1,linear_oracle_clipped_fqe,2.4164280184312554,0.035993596433901535,2.460353702649317,0.03800581470885069,-13.127552870985545,-11.831586406340458,-1.2959664646450868,1.2959664646450868,1.679529077484685,6.412500856255814,0.12497016555194612,2.320245092296106,0.03632723591032031,2.325267086820745,0.040557814570141064,0.34728787235534464,0.3632943262631432,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,197.00629893877428,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_clipped,0.0,0.0,0.0034504731799300204,0.0012979669008125422,oracle_exact_clipped
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,1,linear_estimated_clipped_fqe,2.7244744327007964,0.04161700931276912,2.754074745576555,0.04273262880539057,-12.309338913478433,-11.831586406340458,-0.4777525071379749,0.4777525071379749,0.22824745807662075,5.467968717948999,0.16136775092312042,2.6247655373772543,0.04185246428312861,2.6392611256976575,0.04753109459885694,0.3220574889412743,0.3506421031574313,0.9999999999999999,0.08838352079896784,1.3476579050025868,1.0928282963558487,1.1235397268870875,1.3476538101724775,992.2489020899671,0.9922489020899672,0.01,0.0,1.3462732118724345,0.09355715067629307,nan,0.061119818622625596,0.0078116467488215805,196.89718115822998,0.0,stable,0.95,0.95,discounted,matched_iid,linear,linear_clipped,0.0049709007106120895,-3.742695682251718e-05,0.0040174574771179375,0.0034216407368881743,linear_reduced_moment
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,1,linear_neural_weighted_clipped_fqe,2.109501371139469,0.03421974843553997,2.148188265566453,0.03621949147947121,-13.23985655889969,-11.831586406340458,-1.4082701525592327,1.4082701525592327,1.9832248225892046,6.749630306920063,0.1250335202479217,2.016813071118938,0.03450755793262587,2.0236583161940187,0.038898521061367985,0.342385649630926,0.36053098893687435,0.9999999999999998,0.03933454409513155,1.0772486167090425,1.0410157158032591,1.0569010393182694,1.0772474765125966,998.4551837902914,0.9984551837902914,0.01,0.0,1.0737615382671357,0.04015661807183845,nan,0.030152441758922982,0.0015472063591718483,191.56655768356154,0.0,stable,0.95,0.95,discounted,matched_iid,linear,neural_clipped,0.03412431002679209,-0.0031322321295738087,0.010392159263003832,0.01091070039196594,neural_positive_rkhs_moment
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,1,neural_standard_fqe,2.4496426191315503,0.16658159135813808,2.2877031950560394,0.1651393655895432,-7.4356230962199,-11.831586406340458,4.395963310120558,4.395963310120558,19.32449342392609,34.14922077371897,0.7162241619513448,2.6502836154617926,0.18851069424349698,2.146548580302607,0.1924138634749573,0.640214694487347,0.7253748581555283,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,197.00629893877428,0.0,stable,0.95,0.95,discounted,matched_iid,neural,standard,nan,0.0,0.0034504731799300204,0.0012979669008125422,uniform
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,1,neural_oracle_clipped_fqe,2.4496426191315503,0.16658159135813808,2.2877031950560394,0.1651393655895432,-7.4356230962199,-11.831586406340458,4.395963310120558,4.395963310120558,19.32449342392609,34.14922077371897,0.7162241619513448,2.6502836154617926,0.18851069424349698,2.146548580302607,0.1924138634749573,0.640214694487347,0.7253748581555283,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,197.00629893877428,0.0,stable,0.95,0.95,discounted,matched_iid,neural,oracle_clipped,0.0,0.0,0.0034504731799300204,0.0012979669008125422,oracle_exact_clipped
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,1,neural_estimated_clipped_fqe,2.6424000478106198,0.17825795645718176,2.4700232505286572,0.17584796649560452,-7.164279653260399,-11.831586406340458,4.667306753080059,4.667306753080059,21.78375232734672,37.28170579629224,0.7609742783672012,2.8658138934257593,0.2016028304104068,2.3096289937399828,0.20520688810579707,0.7051677484633622,0.7954879980910395,0.9999999999999999,0.08838352079896784,1.3476579050025868,1.0928282963558487,1.1235397268870875,1.3476538101724775,992.2489020899671,0.9922489020899672,0.01,0.0,1.3462732118724345,0.09355715067629307,nan,0.061119818622625596,0.0078116467488215805,196.89718115822998,0.0,stable,0.95,0.95,discounted,matched_iid,neural,linear_clipped,0.0049709007106120895,-3.742695682251718e-05,0.0040174574771179375,0.0034216407368881743,linear_reduced_moment
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,1,neural_neural_weighted_clipped_fqe,2.4417637325850947,0.1670296251335223,2.280303320644695,0.1655574297200126,-7.424611158975322,-11.831586406340458,4.406975247365136,4.406975247365136,19.421430830888998,34.27009275311074,0.7179841301640133,2.6429528999837775,0.18889129478299077,2.137814289678315,0.19293602402845558,0.6456715023435858,0.7310512321459584,0.9999999999999998,0.03933454409513155,1.0772486167090425,1.0410157158032591,1.0569010393182694,1.0772474765125966,998.4551837902914,0.9984551837902914,0.01,0.0,1.0737615382671357,0.04015661807183845,nan,0.030152441758922982,0.0015472063591718483,191.56655768356154,0.0,stable,0.95,0.95,discounted,matched_iid,neural,neural_clipped,0.03412431002679209,-0.0031322321295738087,0.010392159263003832,0.01091070039196594,neural_positive_rkhs_moment
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,2,linear_standard_fqe,1.3617427674618126,0.028396350772733885,1.3914807064094483,0.03469486855206043,-12.578417297759671,-11.831586406340458,-0.7468308914192132,0.7468308914192132,0.5577563803780167,6.363725638649693,0.16041691260177277,1.2540564645083143,0.034179512081338737,1.314205163275674,0.04847633662824141,0.4124071405836052,0.3505624777672893,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,201.10070986509524,0.0,stable,0.95,0.95,discounted,matched_iid,linear,standard,nan,0.0,0.014587880639148882,0.01785890727903944,uniform
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,2,linear_oracle_raw_fqe,1.3617427674618126,0.028396350772733885,1.3914807064094483,0.03469486855206043,-12.578417297759671,-11.831586406340458,-0.7468308914192132,0.7468308914192132,0.5577563803780167,6.363725638649693,0.16041691260177277,1.2540564645083143,0.034179512081338737,1.314205163275674,0.04847633662824141,0.4124071405836052,0.3505624777672893,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,201.10070986509524,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_raw,0.0,0.0,0.014587880639148882,0.01785890727903944,oracle_exact
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,2,linear_oracle_clipped_fqe,1.3617427674618126,0.028396350772733885,1.3914807064094483,0.03469486855206043,-12.578417297759671,-11.831586406340458,-0.7468308914192132,0.7468308914192132,0.5577563803780167,6.363725638649693,0.16041691260177277,1.2540564645083143,0.034179512081338737,1.314205163275674,0.04847633662824141,0.4124071405836052,0.3505624777672893,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,201.10070986509524,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_clipped,0.0,0.0,0.014587880639148882,0.01785890727903944,oracle_exact_clipped
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,2,linear_estimated_clipped_fqe,2.652027831624368,0.03882516660315149,2.6975500169139424,0.044544420027951476,-11.72634298244022,-11.831586406340458,0.10524342390023733,0.10524342390023733,0.011076178274245046,5.793431117711039,0.19011054714417042,2.548883751419139,0.04500629635593237,2.608295093929003,0.05871462018814033,0.3920035463847184,0.33845881910790476,0.9999999999999999,0.18771194244919592,1.5213617530981183,1.2271576937935507,1.2933175979968259,1.5210969210793128,965.9635280720306,0.9659635280720306,0.01,0.0,1.5164623405480677,0.19971819994119314,nan,0.14606809801583262,0.03523577333805023,206.00730845038566,0.0,stable,0.95,0.95,discounted,matched_iid,linear,linear_clipped,0.016780838647154427,-8.502648418451386e-05,0.009444112053248946,0.010891158534886832,linear_reduced_moment
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,2,linear_neural_weighted_clipped_fqe,1.3312162752059393,0.028233303023534637,1.3589110077404363,0.03429346299081361,-12.603577032672654,-11.831586406340458,-0.7719906263321956,0.7719906263321956,0.5959695271447757,6.413991359926586,0.15917297103617012,1.221164269160328,0.03409643854965514,1.279726665285501,0.04816005614930614,0.40707844784876257,0.3474992337624675,1.0,0.043083581567169106,1.1758060604533145,1.0318095256636208,1.0397771182383833,1.1757218949376391,998.1472440756291,0.9981472440756292,0.01,0.0,1.1626275980472565,0.04332592977881217,nan,0.028498321873861896,0.0018561950006549138,200.70657782501138,0.0,stable,0.95,0.95,discounted,matched_iid,linear,neural_clipped,0.05294010342053268,-0.01082828825712201,0.009418472761224171,0.011775624698314089,neural_positive_rkhs_moment
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,3,linear_standard_fqe,2.630124535906478,0.0550419351624132,2.621911450788224,0.04131939145874268,-11.672318904352311,-11.831586406340458,0.15926750198814688,0.15926750198814688,0.02536613718954437,6.058740692272513,0.20670964121237054,2.492191424553878,0.06758437272879173,2.4860046679450654,0.0447611878830321,0.36401983193960846,0.35792780165628213,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,199.89238313100876,0.0,stable,0.95,0.95,discounted,matched_iid,linear,standard,nan,0.0,0.014618238070675948,0.012967192462650799,uniform
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,3,linear_oracle_raw_fqe,2.630124535906478,0.0550419351624132,2.621911450788224,0.04131939145874268,-11.672318904352311,-11.831586406340458,0.15926750198814688,0.15926750198814688,0.02536613718954437,6.058740692272513,0.20670964121237054,2.492191424553878,0.06758437272879173,2.4860046679450654,0.0447611878830321,0.36401983193960846,0.35792780165628213,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,199.89238313100876,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_raw,0.0,0.0,0.014618238070675948,0.012967192462650799,oracle_exact
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,3,linear_oracle_clipped_fqe,2.630124535906478,0.0550419351624132,2.621911450788224,0.04131939145874268,-11.672318904352311,-11.831586406340458,0.15926750198814688,0.15926750198814688,0.02536613718954437,6.058740692272513,0.20670964121237054,2.492191424553878,0.06758437272879173,2.4860046679450654,0.0447611878830321,0.36401983193960846,0.35792780165628213,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,199.89238313100876,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_clipped,0.0,0.0,0.014618238070675948,0.012967192462650799,oracle_exact_clipped
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,3,linear_estimated_clipped_fqe,2.685032229136934,0.05268990626062578,2.6731479258016586,0.03927000105753266,-11.891322100881464,-11.831586406340458,-0.05973569454100591,0.05973569454100591,0.0035683532022963635,5.778494112920157,0.189797452833555,2.54008025445925,0.06331066764926338,2.5401205801005946,0.042596321298937846,0.3551124091866104,0.34919434001032507,1.0,0.09000342833993619,1.3847643801228584,1.1013770755630083,1.1761512781132812,1.3847131302723141,991.9644755935763,0.9919644755935763,0.01,0.0,1.3833010782165314,0.08613852300876375,nan,0.05777871919960207,0.008100617112942028,207.72652122346142,0.0,stable,0.95,0.95,discounted,matched_iid,linear,linear_clipped,0.006850248408842536,-7.594540402000582e-05,0.0032042064142467873,0.0015259158000487003,linear_reduced_moment
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,3,linear_neural_weighted_clipped_fqe,2.801077293017053,0.0548227938347118,2.791945079793658,0.0414750217533123,-11.705733600830065,-11.831586406340458,0.12585280551039268,0.12585280551039268,0.01583892865483673,5.922357173250921,0.2024478412644879,2.6590483129700817,0.0675323361974118,2.6549342463662784,0.04499460405783743,0.3626073310949578,0.35679432863057686,1.0,0.0677410628557364,1.2479313708563002,1.0959637471956454,1.1473136741822412,1.247921599858862,995.4321097735349,0.9954321097735349,0.01,0.0,1.2432135915756226,0.0649639081474999,nan,0.049883188361892435,0.00458885159682483,206.4973844556896,0.0,stable,0.95,0.95,discounted,matched_iid,linear,neural_clipped,0.017238508253201792,-0.003334816753864267,0.00537723957208886,0.002716528270006539,neural_positive_rkhs_moment
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,4,linear_standard_fqe,3.502993996624028,0.04011923434706321,3.4616090832271107,0.04144347977580027,-12.251654890668178,-11.831586406340458,-0.4200684843277198,0.4200684843277198,0.1764575315253878,4.941007889167915,0.14453126454169452,3.391342662426456,0.04394172686485474,3.384773541743502,0.04026717611499677,0.3186876301449838,0.345066844260005,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,192.9801467680911,0.0,stable,0.95,0.95,discounted,matched_iid,linear,standard,nan,0.0,0.019150047644591522,0.017083770608495474,uniform
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,4,linear_oracle_raw_fqe,3.502993996624028,0.04011923434706321,3.4616090832271107,0.04144347977580027,-12.251654890668178,-11.831586406340458,-0.4200684843277198,0.4200684843277198,0.1764575315253878,4.941007889167915,0.14453126454169452,3.391342662426456,0.04394172686485474,3.384773541743502,0.04026717611499677,0.3186876301449838,0.345066844260005,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,192.9801467680911,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_raw,0.0,0.0,0.019150047644591522,0.017083770608495474,oracle_exact
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,4,linear_oracle_clipped_fqe,3.502993996624028,0.04011923434706321,3.4616090832271107,0.04144347977580027,-12.251654890668178,-11.831586406340458,-0.4200684843277198,0.4200684843277198,0.1764575315253878,4.941007889167915,0.14453126454169452,3.391342662426456,0.04394172686485474,3.384773541743502,0.04026717611499677,0.3186876301449838,0.345066844260005,1.0,0.0,1.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,192.9801467680911,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_clipped,0.0,0.0,0.019150047644591522,0.017083770608495474,oracle_exact_clipped
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,4,linear_estimated_clipped_fqe,2.9615315548062755,0.038777657125460115,2.9127092284331852,0.03985590422622863,-12.068446520078236,-11.831586406340458,-0.23686011373777838,0.23686011373777838,0.056102713479873306,5.207960099425139,0.15835090758520748,2.8392184258150506,0.041863851818763564,2.822860363366075,0.03705153721392521,0.31590457542998673,0.34237316969772585,0.9999999999999998,0.16240012242622145,1.5280141192364443,1.216268325356364,1.2848476717529447,1.5276244413741944,974.3039039284567,0.9743039039284568,0.01,0.0,1.52579395584113,0.608425026986342,nan,0.1261708706534378,0.026373799764051718,192.83990010982993,0.0,stable,0.95,0.95,discounted,matched_iid,linear,linear_clipped,0.005164436800919492,-7.378877980102061e-05,0.00509026877805641,0.005563289677318279,linear_reduced_moment
gamma_design,0.95,0.0,1000,0.05,0.1,misspecified_affine,4,linear_neural_weighted_clipped_fqe,3.6011069678291916,0.04050338742307237,3.561167862566444,0.041695743633767525,-12.3081186912006,-11.831586406340458,-0.47653228486014143,0.47653228486014143,0.22708301851402699,4.907116431860454,0.14038403630348156,3.488664055458763,0.04419002145160215,3.484999934707807,0.04082982101866869,0.31885313654151143,0.34356955825225405,1.0,0.014745160494812849,1.1071647457250533,1.0053229527606373,1.010319207512385,1.1070998557740215,999.7826275030578,0.9997826275030578,0.01,0.0,1.1051617670059204,0.014255388479913691,nan,0.006087285892360482,0.00021741975801778951,193.5529982360441,0.0,stable,0.95,0.95,discounted,matched_iid,linear,neural_clipped,0.04824792467771742,-0.0013567503690720129,0.0175747503136148,0.015425802827531579,neural_positive_rkhs_moment
gamma_design,0.95,0.0,4000,0.05,0.1,misspecified_affine,0,linear_standard_fqe,2.9930249156615893,0.045717776480649334,2.969932107113562,0.04066705214885878,-12.049956614367185,-11.831586406340458,-0.2183702080267267,0.2183702080267267,0.04768554775363589,5.118099012216272,0.14782367618283515,2.872919394736872,0.04125595904278764,2.836949636936743,0.04143875861637909,0.3467910219596987,0.3832739778221673,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,204.30936032778166,0.0,stable,0.95,0.95,discounted,matched_iid,linear,standard,nan,0.0,0.006476182437304353,0.006356790309403865,uniform
gamma_design,0.95,0.0,4000,0.05,0.1,misspecified_affine,0,linear_oracle_raw_fqe,2.9930249156615893,0.045717776480649334,2.969932107113562,0.04066705214885878,-12.049956614367185,-11.831586406340458,-0.2183702080267267,0.2183702080267267,0.04768554775363589,5.118099012216272,0.14782367618283515,2.872919394736872,0.04125595904278764,2.836949636936743,0.04143875861637909,0.3467910219596987,0.3832739778221673,1.0,0.0,1.0,1.0,1.0,1.0,4000.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,204.30936032778166,0.0,stable,0.95,0.95,discounted,matched_iid,linear,oracle_raw,0.0,0.0,0.006476182437304353,0.006356790309403865,oracle_exact
