run_mode,suite_name,environment_name,environment_tier,sample_size,state_dimension,coverage_setting,policy_shift_setting,reward_noise_setting,misspecification_setting,baseline_learner,learner_variant,learner_quality_regime,calibration_difficulty,main_figure_role,calibrated,calibration_protocol,calibrator,calibration_target,split_fraction,train_fraction,n_replications,mean_value_estimate,value_bias,bias_mc_se,value_variance,mse,mse_mc_se,bellman_residual,calibration_error,true_v_mse,true_v_mse_mc_se,true_value_function_mse,true_q_mse,true_q_mse_mc_se,true_function_mse,bellman_outcome_mse,bellman_outcome_mse_mc_se,brier_score,brier_score_mc_se,bellman_brier_score,bellman_calibration_error,bellman_calibration_error_mc_se,bellman_calibration_error_plugin,bellman_calibration_error_debiased_raw,bellman_calibration_error_debiased_raw_mc_se,bellman_calibration_bins,bellman_calibration_test_size,value_oracle_pearson,value_oracle_spearman,value_calibration_slope,value_calibration_intercept,raw_value_oracle_pearson,raw_value_oracle_spearman,raw_value_calibration_slope,raw_value_calibration_intercept,importance_weight_ess,importance_weight_max,interval_coverage_95,interval_length_95,interval_length_95_mc_se,actual_bellman_iterations,actual_epochs_per_iter,feature_dimension,ridge_alpha,q_train_min,q_train_max,q_train_std,saddle_condition_proxy,saddle_gradient_norm_last,saddle_exploding_rate,saddle_nan_rate,runtime,runtime_se,failure_rate,eligible_fraction,uncalibrated_all_data_mse,uncalibrated_all_data_bellman_calibration_error_plugin,uncalibrated_all_data_bellman_calibration_error,uncalibrated_all_data_bellman_outcome_mse,uncalibrated_all_data_brier_score,uncalibrated_all_data_true_v_mse,relative_mse_vs_uncalibrated_all_data,relative_calibration_error_plugin_vs_uncalibrated_all_data,relative_brier_score_vs_uncalibrated_all_data,relative_true_v_mse_vs_uncalibrated_all_data,current_retrain_small_true_v_mse,current_retrain_small_bellman_calibration_error_plugin,relative_true_v_mse_vs_current_retrain_small,relative_calibration_error_plugin_vs_current_retrain_small,mse_win_rate_vs_uncalibrated_all_data,calibration_error_plugin_win_rate_vs_uncalibrated_all_data,brier_score_win_rate_vs_uncalibrated_all_data,true_v_mse_win_rate_vs_uncalibrated_all_data,true_v_mse_win_rate_vs_current_retrain_small,calibration_error_plugin_win_rate_vs_current_retrain_small,mse_improved_vs_uncalibrated_all_data,calibration_error_plugin_improved_vs_uncalibrated_all_data,brier_score_improved_vs_uncalibrated_all_data,true_v_mse_improved_vs_uncalibrated_all_data,scalar_cancellation_flag,calibration_evidence_status
final,mechanism_distortion_sweep,nonlinear_discrete_action,mechanism_diagnostic,400,6,moderate,0.55,0.0,well_specified_linear,random_feature_fqe,random_feature_fqe_affine_distorted,misspecified,affine_miscalibrated,mechanism,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,100,2.0408614991115144,1.9004490276135309,0.05886024558987788,0.05699300033941989,3.954694829136388,0.22911660108483595,0.11919584842362348,0.1025276357349778,4.101322446540434,0.22979635761424427,4.101322446540434,,,,0.11878739945054378,0.00446320790441597,0.11878739945054378,0.00446320790441597,0.11878739945054378,0.1025276357349778,0.004148620992985519,0.10339798434742914,0.1025276357349778,0.004148620992985519,30.0,2500.0,0.8504809500257906,0.8391606539175447,2.2226482683870334,-4.397197738017859,0.8504809500257906,0.8391606539175447,2.2226482683870334,-4.397197738017859,0.8556093177520542,5.526559619097664,0.0,0.034211668186049225,0.001046128112676339,8.0,,15.0,0.0001,-1.3131978124026633,1.462512921041233,0.45632555576130046,,,,,0.004406131629948457,0.0002343874361252247,0.0,1.0,3.954694829136388,0.10339798434742914,0.1025276357349778,0.11878739945054378,0.11878739945054378,4.101322446540434,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,neutral
final,mechanism_distortion_sweep,nonlinear_discrete_action,mechanism_diagnostic,400,6,moderate,0.55,0.0,well_specified_linear,random_feature_fqe,random_feature_fqe_affine_distorted,misspecified,affine_miscalibrated,mechanism,True,cross,isotonic,value_bellman,0.8,0.8,100,1.381659906827754,1.2412474353297704,0.036832827459224796,0.21846367650592402,1.6750042563981942,0.09386900288189375,0.03429626819740908,0.018804625612098932,1.7537083346341849,0.0937972845486138,1.7537083346341849,,,,0.034302047033996405,0.0017009259699195668,0.034302047033996405,0.0017009259699195668,0.034302047033996405,0.018804625612098932,0.001206707915682125,0.018735752736554152,0.018804625612098932,0.001206707915682125,26.15,2500.0,0.847368069703342,0.8385412849017833,0.9946512793727268,-1.2351391052061016,0.8504765863653266,0.8391738699938993,2.2219615313538728,-4.395415185290488,0.8564516490318792,3.682582815268418,0.0,0.07624025889584632,0.002317375811656594,8.0,,15.0,0.0001,-1.3072482950039395,1.4571013366053835,0.4565654031274896,,,,,0.02634445418079845,0.0009022574664157849,0.0,1.0,3.954694829136388,0.10339798434742914,0.1025276357349778,0.11878739945054378,0.11878739945054378,4.101322446540434,0.4235482960802757,0.18120036724893848,0.2887683979332993,0.4275958200051988,,,,,1.0,1.0,1.0,1.0,0.0,0.0,True,True,True,True,False,strong
final,mechanism_distortion_sweep,nonlinear_discrete_action,mechanism_diagnostic,400,6,moderate,0.55,0.0,well_specified_linear,random_feature_fqe,random_feature_fqe_affine_distorted,misspecified,affine_miscalibrated,mechanism,True,cross,linear,value_bellman,0.8,0.8,100,1.3858051228239237,1.24539265132594,0.03708317515591411,0.21069027302685056,1.6871438820614306,0.09433171945521189,0.03226481606499618,0.017278511804020267,1.7640739854572487,0.09430747143467338,1.7640739854572487,,,,0.03215867851029577,0.001480288957006777,0.03215867851029577,0.001480288957006777,0.03215867851029577,0.017278511804020267,0.0010484872225804654,0.017464716755255214,0.017278511804020267,0.0010484872225804654,30.0,2500.0,0.8504765863653266,0.8391738699938993,0.999493926664457,-1.2458076253172536,0.8504765863653266,0.8391738699938993,2.2219615313538728,-4.395415185290488,0.8564516490318792,3.682582815268418,0.0,0.07607568786324014,0.00232891615074471,8.0,,15.0,0.0001,-1.3072482950039395,1.4571013366053835,0.4565654031274896,,,,,0.025569080401328343,0.0009345042635345331,0.0,1.0,3.954694829136388,0.10339798434742914,0.1025276357349778,0.11878739945054378,0.11878739945054378,4.101322446540434,0.4266179705274157,0.16890771000498186,0.27072466153015484,0.4301232123178436,,,,,1.0,1.0,1.0,1.0,0.0,0.0,True,True,True,True,False,strong
final,mechanism_distortion_sweep,nonlinear_discrete_action,mechanism_diagnostic,400,6,moderate,0.55,0.0,well_specified_linear,random_feature_fqe,random_feature_fqe_monotone_saturation_distorted,misspecified,monotone_miscalibrated,mechanism,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,100,0.018611035795169106,-0.12180143570281451,0.07053379665505835,0.015883508263588322,0.5073622203264019,0.06636134137906392,0.16879968521251626,0.14919396205375787,0.725998963044044,0.06965583595790592,0.725998963044044,,,,0.1687341407226047,0.010172888033655032,0.1687341407226047,0.010172888033655032,0.1687341407226047,0.14919396205375787,0.00974651324119473,0.14966764604684862,0.14919396205375787,0.00974651324119473,30.0,2500.0,0.6629168756807141,0.8343822718154036,26.17159083577762,-4.358807496139109,0.6629168756807141,0.8343822718154036,26.17159083577762,-4.358807496139109,0.8556093177520542,5.526559619097664,0.01,0.018973186584691378,0.0007695991631995838,8.0,,15.0,0.0001,-1.3131978124026633,1.462512921041233,0.45632555576130046,,,,,0.0045114013121928505,0.0003566615029471194,0.0,1.0,0.5073622203264019,0.14966764604684862,0.14919396205375787,0.1687341407226047,0.1687341407226047,0.725998963044044,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,neutral
final,mechanism_distortion_sweep,nonlinear_discrete_action,mechanism_diagnostic,400,6,moderate,0.55,0.0,well_specified_linear,random_feature_fqe,random_feature_fqe_monotone_saturation_distorted,misspecified,monotone_miscalibrated,mechanism,True,cross,isotonic,value_bellman,0.8,0.8,100,0.06780389665599826,-0.07260857484198537,0.0436822721262067,0.1668461855947937,0.19417795405327368,0.027492951138807165,0.021311298428117412,0.003567022250721269,0.27214408149714375,0.02869211003588894,0.27214408149714375,,,,0.021453509712584248,0.0013805644520739463,0.021453509712584248,0.0013805644520739463,0.021453509712584248,0.003567022250721269,0.0003846310362024156,0.003309338742733751,0.003567022250721269,0.0003846310362024156,25.24,2500.0,0.8409882459456023,0.8336506463537365,0.988722434804945,0.07285133893992037,0.6628734577681109,0.8343427726167637,25.614090319282415,-4.244826175278932,0.8564516490318792,3.682582815268418,0.06,0.07577999614195924,0.0022962828374381043,8.0,,15.0,0.0001,-1.3072482950039395,1.4571013366053835,0.4565654031274896,,,,,0.02649075538327447,0.0008686284435515791,0.0,1.0,0.5073622203264019,0.14966764604684862,0.14919396205375787,0.1687341407226047,0.1687341407226047,0.725998963044044,0.3827205619061525,0.022111250027262868,0.12714385850255022,0.3748546421555063,,,,,0.94,1.0,1.0,1.0,0.0,0.0,True,True,True,True,False,strong
final,mechanism_distortion_sweep,nonlinear_discrete_action,mechanism_diagnostic,400,6,moderate,0.55,0.0,well_specified_linear,random_feature_fqe,random_feature_fqe_monotone_saturation_distorted,misspecified,monotone_miscalibrated,mechanism,True,cross,linear,value_bellman,0.8,0.8,100,0.17030476363609712,0.02989229213811349,0.04035526705570407,0.6333908268615086,0.1621197594638525,0.02508618637575418,0.11351524072765157,0.09988429325633089,0.3197167785699138,0.031003768792505798,0.3197167785699138,,,,0.11889200861683773,0.007833167170007909,0.11889200861683773,0.007833167170007909,0.11889200861683773,0.09988429325633089,0.007631610858263067,0.09538117735923776,0.09988429325633089,0.007631610858263067,30.0,2500.0,0.6628734577681109,0.8343427726167637,0.9903740576689037,-0.014194500625819648,0.6628734577681109,0.8343427726167637,25.614090319282415,-4.244826175278932,0.8564516490318792,3.682582815268418,0.04,0.061835855566202774,0.002051002021667592,8.0,,15.0,0.0001,-1.3072482950039395,1.4571013366053835,0.4565654031274896,,,,,0.02710801256296686,0.0013478137637920932,0.0,1.0,0.5073622203264019,0.14966764604684862,0.14919396205375787,0.1687341407226047,0.1687341407226047,0.725998963044044,0.31953455138925363,0.6372865470830066,0.7046114562689102,0.4403818667031865,,,,,0.7,1.0,0.98,0.85,0.0,0.0,True,True,True,True,False,strong
final,model_misspecification_sweep,nonlinear_discrete_action,nonlinear_synthetic,500,6,moderate,0.75,0.2,affine,linear_fqe,linear_fqe_affine_ridge_light,misspecified,affine_miscalibrated,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,100,16.814845630432814,-8.100557031974711,0.5920898972429719,40.4645041045145,100.32549842357709,10.525283138545754,1.026528182918737,0.13835971170121558,109.76464038213335,10.5826184945329,109.76464038213335,,,,0.9549379457672913,0.10898520105785026,0.9549379457672913,0.10898520105785026,0.9549379457672913,0.13835971170121558,0.011682002070368944,0.14202013490219,0.13835971170121558,0.011682002070368944,30.0,2500.0,0.6445155512221981,0.6382566547661849,1.1450957595325648,5.6355549559908305,0.6445155512221981,0.6382566547661849,1.1450957595325648,5.6355549559908305,0.7230651302580594,10.744640471920652,0.02,0.37709110903220655,0.015149176919992239,25.0,,15.0,0.0001,9.785418801149094,23.246040886210476,2.243264823557648,,,,,0.01417624583002175,0.0013558346477421782,0.0,1.0,100.32549842357709,0.14202013490219,0.13835971170121558,0.9549379457672913,0.9549379457672913,109.76464038213335,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,neutral
final,model_misspecification_sweep,nonlinear_discrete_action,nonlinear_synthetic,500,6,moderate,0.75,0.2,affine,linear_fqe,linear_fqe_affine_ridge_light,misspecified,affine_miscalibrated,main,True,cross,isotonic,value_bellman,0.8,0.8,100,18.15398316830683,-6.761419494100696,0.5393889418375654,48.681083671683865,74.51989620229313,8.284169654481286,1.1225117988680864,0.1170288700540781,84.19785763295666,8.38140890542327,84.19785763295666,,,,1.0556308604265157,0.09999049161629557,1.0556308604265157,0.09999049161629557,1.0556308604265157,0.1170288700540781,0.008414916373315645,0.11844768812424106,0.1170288700540781,0.008414916373315645,23.31,2500.0,0.6427644977835573,0.6370007155634565,1.1008421405610982,4.9055073470556545,0.6439554135458343,0.6377495553980089,1.143586040022364,5.663204689917153,0.7213498352334428,7.495628184507649,0.01,0.3880642086691251,0.015366150803380687,25.0,,15.0,0.0001,9.848988786489166,23.1283299082329,2.248830004820892,,,,,0.060764925017720045,0.0015579622749424048,0.0,1.0,100.32549842357709,0.14202013490219,0.13835971170121558,0.9549379457672913,0.9549379457672913,109.76464038213335,0.7427812208584105,0.8340203887696388,1.1054444585698369,0.7670763311375248,,,,,0.92,0.72,0.18,0.91,0.0,0.0,True,True,False,True,False,strong
final,model_misspecification_sweep,nonlinear_discrete_action,nonlinear_synthetic,500,6,moderate,0.75,0.2,affine,linear_fqe,linear_fqe_affine_ridge_light,misspecified,affine_miscalibrated,main,True,cross,linear,value_bellman,0.8,0.8,100,18.092694494043588,-6.82270816836394,0.5505759633351015,47.52563501996519,76.55960199949516,8.41615404558237,0.9278579888039442,0.09079623667267832,86.15157013896031,8.49696613111118,86.15157013896031,,,,0.8594488186256755,0.08263142749887986,0.8594488186256755,0.08263142749887986,0.8594488186256755,0.09079623667267832,0.006032491538470148,0.09386995599526961,0.09079623667267832,0.006032491538470148,30.0,2500.0,0.6439554135458343,0.6377495553980089,1.1733842718155107,3.631413099588455,0.6439554135458343,0.6377495553980089,1.143586040022364,5.663204689917153,0.7213498352334428,7.495628184507649,0.02,0.3677492789935586,0.014173831805643846,25.0,,15.0,0.0001,9.848988786489166,23.1283299082329,2.248830004820892,,,,,0.060408488357788837,0.0015857569446560815,0.0,1.0,100.32549842357709,0.14202013490219,0.13835971170121558,0.9549379457672913,0.9549379457672913,109.76464038213335,0.7631121021323847,0.6609623069286501,0.900004887684204,0.7848754374726982,,,,,0.93,0.9,0.86,0.91,0.0,0.0,True,True,True,True,False,strong
final,model_misspecification_sweep,nonlinear_discrete_action,nonlinear_synthetic,500,6,moderate,0.75,0.2,affine,linear_fqe,linear_fqe_misspecified,misspecified,affine_miscalibrated,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,100,15.066834111611596,-9.848568550795928,0.654659717260468,30.936378841779767,139.42365769467867,14.056477004131589,1.094466571233182,0.20885137428947004,148.62839150446806,14.086176659104698,148.62839150446806,,,,1.0244812987287748,0.11240646306979596,1.0244812987287748,0.11240646306979596,1.0244812987287748,0.20885137428947004,0.01771073422641898,0.21248667501746918,0.20885137428947004,0.01771073422641898,30.0,2500.0,0.6445127171885171,0.6382544551216729,1.1452000573818957,7.629810249038968,0.6445127171885171,0.6382544551216729,1.1452000573818957,7.629810249038968,0.7230651302580594,10.744640471920652,0.01,0.37701327069037477,0.015118147573007615,20.0,,15.0,0.001,8.038758959319408,21.49686043676995,2.242777310600279,,,,,0.009460581610910545,0.0003941156436563598,0.0,1.0,139.42365769467867,0.21248667501746918,0.20885137428947004,1.0244812987287748,1.0244812987287748,148.62839150446806,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,neutral
